QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberWaiting,NumberWaitingQF,Available,AvailableQF,Unavailable,UnavailableQF,MedicalTotal,MedicalTotalQF,MedicalOtherMedicalCondition,MedicalOtherMedicalConditionQF,MedicalIndefinitelyUnavailable,MedicalIndefinitelyUnavailableQF,MedicalOther,MedicalOtherQF,PatientAdvisedTotal,PatientAdvisedTotalQF,PatientAdvisedHoliday,PatientAdvisedHolidayQF,PatientAdvisedPersonalCommitment,PatientAdvisedPersonalCommitmentQF,PatientAdvisedWorkCommitment,PatientAdvisedWorkCommitmentQF,PatientAdvisedCarerCommitment,PatientAdvisedCarerCommitmentQF,PatientAdvisedAcademicCommitment,PatientAdvisedAcademicCommitmentQF,PatientAdvisedJuryDuty,PatientAdvisedJuryDutyQF,PatientAdvisedWeather,PatientAdvisedWeatherQF,PatientAdvisedIndefinitelyUnavailable,PatientAdvisedIndefinitelyUnavailableQF,PatientAdvisedOther,PatientAdvisedOtherQF,PatientRequestedTotal,PatientRequestedTotalQF,PatientRequestedNamedConsultant,PatientRequestedNamedConsultantQF,PatientRequestedTreatedLocalHealthBoard,PatientRequestedTreatedLocalHealthBoardQF,SuspensionExceptionalCircumstances,SuspensionExceptionalCircumstancesQF,PFBUnavailability,PFBUnavailabilityQF
20160331,S08000032,,Inpatient/Day case,AQ,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160630,S08000032,,Inpatient/Day case,AQ,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160930,S08000032,,Inpatient/Day case,AQ,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20161231,S08000032,,Inpatient/Day case,AQ,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170331,S08000032,,Inpatient/Day case,AQ,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170630,S08000032,,Inpatient/Day case,AQ,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000032,,Inpatient/Day case,AQ,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000032,,Inpatient/Day case,AQ,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000032,,Inpatient/Day case,AQ,,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000032,,Inpatient/Day case,AQ,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000032,,Inpatient/Day case,AQ,,12,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000032,,Inpatient/Day case,AQ,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000032,,Inpatient/Day case,AQ,,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000032,,Inpatient/Day case,AQ,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000032,,Inpatient/Day case,AQ,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000032,,Inpatient/Day case,AQ,,13,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000032,,Inpatient/Day case,AQ,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000032,,Inpatient/Day case,AQ,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000032,,Inpatient/Day case,AQ,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000032,,Inpatient/Day case,AQ,,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210331,S08000032,,Inpatient/Day case,AQ,,25,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210630,S08000032,,Inpatient/Day case,AQ,,21,,21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000032,,Inpatient/Day case,AQ,,20,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20211231,S08000032,,Inpatient/Day case,AQ,,32,,32,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20220331,S08000032,,Inpatient/Day case,AQ,,26,,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20121231,S08000032,,Inpatient/Day case,AR,,12,,11,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,
20130331,S08000032,,Inpatient/Day case,AR,,13,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130630,S08000032,,Inpatient/Day case,AR,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20130930,S08000032,,Inpatient/Day case,AR,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20131231,S08000032,,Inpatient/Day case,AR,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140331,S08000032,,Inpatient/Day case,AR,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140630,S08000032,,Inpatient/Day case,AR,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140930,S08000032,,Inpatient/Day case,AR,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20141231,S08000032,,Inpatient/Day case,AR,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150331,S08000032,,Inpatient/Day case,AR,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150630,S08000032,,Inpatient/Day case,AR,,6,,5,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150930,S08000032,,Inpatient/Day case,AR,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20151231,S08000032,,Inpatient/Day case,AR,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160331,S08000032,,Inpatient/Day case,AR,,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160630,S08000032,,Inpatient/Day case,AR,,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20160930,S08000032,,Inpatient/Day case,AR,,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20161231,S08000032,,Inpatient/Day case,AR,,9,,8,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170331,S08000032,,Inpatient/Day case,AR,,10,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170630,S08000032,,Inpatient/Day case,AR,,4,,3,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000032,,Inpatient/Day case,AR,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000032,,Inpatient/Day case,AR,,3,,2,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000032,,Inpatient/Day case,AR,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000032,,Inpatient/Day case,AR,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000032,,Inpatient/Day case,AR,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000032,,Inpatient/Day case,AR,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000032,,Inpatient/Day case,AR,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000032,,Inpatient/Day case,AR,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000032,,Inpatient/Day case,AR,,12,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000032,,Inpatient/Day case,AR,,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000032,,Inpatient/Day case,AR,,15,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000032,,Inpatient/Day case,AR,,17,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000032,,Inpatient/Day case,AR,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210331,S08000032,,Inpatient/Day case,AR,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210630,S08000032,,Inpatient/Day case,AR,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20121231,S08000032,,Inpatient/Day case,C8,,785,,595,,190,,85,,2,,0,,83,,104,,0,,0,,1,,0,,0,,0,,0,,0,,103,,0,,0,,0,,0,,1,
20130331,S08000032,,Inpatient/Day case,C8,,910,,759,,151,,91,,1,,0,,90,,59,,1,,0,,0,,0,,0,,0,,0,,0,,58,,0,,0,,0,,0,,1,
20130630,S08000032,,Inpatient/Day case,C8,,933,,700,,233,,78,,6,,0,,72,,151,,5,,3,,0,,0,,0,,0,,0,,0,,143,,1,,0,,1,,0,,3,
20130930,S08000032,,Inpatient/Day case,C8,,1177,,982,,195,,78,,32,,0,,46,,111,,12,,9,,2,,0,,0,,0,,0,,0,,88,,3,,0,,3,,0,,3,
20131231,S08000032,,Inpatient/Day case,C8,,1135,,893,,242,,102,,86,,0,,16,,114,,26,,49,,16,,0,,1,,0,,0,,0,,22,,21,,15,,6,,0,,5,
20140331,S08000032,,Inpatient/Day case,C8,,1173,,979,,194,,80,,80,,0,,0,,95,,26,,49,,20,,0,,0,,0,,0,,0,,0,,19,,17,,2,,0,,0,
20140630,S08000032,,Inpatient/Day case,C8,,1289,,1011,,278,,77,,77,,0,,0,,162,,84,,62,,12,,2,,2,,0,,0,,0,,0,,39,,35,,4,,0,,0,
20140930,S08000032,,Inpatient/Day case,C8,,1188,,964,,224,,72,,72,,0,,0,,112,,45,,52,,15,,0,,0,,0,,0,,0,,0,,40,,36,,4,,0,,0,
20141231,S08000032,,Inpatient/Day case,C8,,1358,,1099,,259,,85,,85,,0,,0,,133,,23,,93,,13,,2,,2,,0,,0,,0,,0,,41,,36,,5,,0,,0,
20150331,S08000032,,Inpatient/Day case,C8,,1280,,1072,,208,,80,,80,,0,,0,,110,,34,,62,,13,,1,,0,,0,,0,,0,,0,,18,,16,,2,,0,,0,
20150630,S08000032,,Inpatient/Day case,C8,,1230,,915,,315,,106,,106,,0,,0,,180,,90,,76,,14,,0,,0,,0,,0,,0,,0,,29,,22,,7,,0,,0,
20150930,S08000032,,Inpatient/Day case,C8,,1302,,1095,,207,,76,,76,,0,,0,,101,,48,,44,,7,,0,,2,,0,,0,,0,,0,,30,,15,,15,,0,,0,
20151231,S08000032,,Inpatient/Day case,C8,,1455,,1161,,294,,90,,90,,0,,0,,125,,21,,88,,13,,2,,1,,0,,0,,0,,0,,79,,76,,3,,0,,0,
20160331,S08000032,,Inpatient/Day case,C8,,1501,,1313,,188,,105,,105,,0,,0,,73,,34,,35,,3,,0,,1,,0,,0,,0,,0,,10,,9,,1,,0,,0,
20160630,S08000032,,Inpatient/Day case,C8,,1523,,1260,,263,,107,,107,,0,,0,,150,,93,,50,,6,,1,,0,,0,,0,,0,,0,,6,,6,,0,,0,,0,
20160930,S08000032,,Inpatient/Day case,C8,,1583,,1427,,156,,64,,64,,0,,0,,85,,41,,35,,9,,0,,0,,0,,0,,0,,0,,7,,6,,1,,0,,0,
20161231,S08000032,,Inpatient/Day case,C8,,1718,,1547,,171,,73,,73,,0,,0,,90,,29,,52,,8,,0,,0,,1,,0,,0,,0,,8,,8,,0,,0,,0,
20170331,S08000032,,Inpatient/Day case,C8,,1686,,1510,,176,,92,,92,,0,,0,,83,,40,,36,,3,,1,,3,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20170630,S08000032,,Inpatient/Day case,C8,,1744,,1516,,228,,91,,91,,0,,0,,136,,72,,57,,7,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20170930,S08000032,,Inpatient/Day case,C8,,1764,,1590,,174,,79,,79,,0,,0,,93,,47,,36,,10,,0,,0,,0,,0,,0,,0,,2,,2,,0,,0,,0,
20171231,S08000032,,Inpatient/Day case,C8,,1750,,1534,,216,,107,,107,,0,,0,,109,,37,,48,,23,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000032,,Inpatient/Day case,C8,,1615,,1479,,136,,69,,69,,0,,0,,63,,25,,30,,6,,1,,1,,0,,0,,0,,0,,4,,2,,2,,0,,0,
20180630,S08000032,,Inpatient/Day case,C8,,1579,,1371,,208,,92,,92,,0,,0,,115,,71,,36,,7,,0,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20180930,S08000032,,Inpatient/Day case,C8,,1556,,1392,,164,,82,,82,,0,,0,,82,,42,,33,,6,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20181231,S08000032,,Inpatient/Day case,C8,,1637,,1451,,186,,86,,86,,0,,0,,100,,27,,60,,11,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S08000032,,Inpatient/Day case,C8,,1506,,1347,,159,,89,,89,,0,,0,,67,,24,,36,,6,,1,,0,,0,,0,,0,,0,,3,,3,,0,,0,,0,
20190630,S08000032,,Inpatient/Day case,C8,,1540,,1310,,230,,94,,94,,0,,0,,136,,60,,68,,6,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S08000032,,Inpatient/Day case,C8,,1364,,1144,,220,,95,,95,,0,,0,,125,,55,,59,,9,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000032,,Inpatient/Day case,C8,,1505,,1310,,195,,99,,99,,0,,0,,96,,30,,54,,11,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000032,,Inpatient/Day case,C8,,1539,,1462,,77,,42,,42,,0,,0,,35,,16,,15,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000032,,Inpatient/Day case,C8,,1662,,1649,,13,,1,,1,,0,,0,,12,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000032,,Inpatient/Day case,C8,,1805,,1775,,30,,10,,10,,0,,0,,20,,4,,9,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000032,,Inpatient/Day case,C8,,2185,,2140,,45,,27,,27,,0,,0,,16,,2,,11,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,
20210331,S08000032,,Inpatient/Day case,C8,,2529,,2509,,20,,10,,10,,0,,0,,8,,1,,4,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,2,,0,
20210630,S08000032,,Inpatient/Day case,C8,,2374,,2248,,126,,47,,47,,0,,0,,79,,15,,55,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000032,,Inpatient/Day case,C8,,2216,,2134,,82,,35,,35,,0,,0,,44,,20,,18,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
20211231,S08000032,,Inpatient/Day case,C8,,2797,,2735,,62,,32,,32,,0,,0,,27,,3,,18,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
20220331,S08000032,,Inpatient/Day case,C8,,3159,,3062,,97,,51,,51,,0,,0,,36,,16,,17,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,10,,0,
20121231,S08000032,,Inpatient/Day case,CB,,373,,316,,57,,36,,1,,0,,35,,20,,0,,0,,0,,0,,0,,0,,0,,0,,20,,0,,0,,0,,0,,1,
20130331,S08000032,,Inpatient/Day case,CB,,406,,363,,43,,31,,1,,0,,30,,12,,0,,0,,0,,0,,0,,0,,0,,0,,12,,0,,0,,0,,0,,0,
20130630,S08000032,,Inpatient/Day case,CB,,380,,332,,48,,25,,3,,0,,22,,23,,1,,0,,0,,0,,0,,0,,0,,0,,22,,0,,0,,0,,0,,0,
20130930,S08000032,,Inpatient/Day case,CB,,466,,416,,50,,25,,9,,0,,16,,25,,2,,0,,0,,0,,0,,0,,0,,0,,23,,0,,0,,0,,0,,0,
20131231,S08000032,,Inpatient/Day case,CB,,438,,396,,42,,22,,19,,0,,3,,19,,1,,9,,3,,0,,0,,0,,0,,0,,6,,0,,0,,0,,0,,1,
20140331,S08000032,,Inpatient/Day case,CB,,442,,379,,63,,36,,36,,0,,0,,27,,5,,12,,9,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140630,S08000032,,Inpatient/Day case,CB,,468,,390,,78,,40,,40,,0,,0,,38,,16,,18,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140930,S08000032,,Inpatient/Day case,CB,,491,,440,,51,,31,,31,,0,,0,,18,,6,,11,,1,,0,,0,,0,,0,,0,,0,,2,,1,,1,,0,,0,
20141231,S08000032,,Inpatient/Day case,CB,,464,,390,,74,,38,,38,,0,,0,,35,,6,,20,,8,,0,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20150331,S08000032,,Inpatient/Day case,CB,,563,,494,,69,,42,,42,,0,,0,,25,,6,,18,,1,,0,,0,,0,,0,,0,,0,,2,,1,,1,,0,,0,
20150630,S08000032,,Inpatient/Day case,CB,,529,,438,,91,,42,,42,,0,,0,,47,,27,,15,,4,,0,,0,,1,,0,,0,,0,,2,,0,,2,,0,,0,
20150930,S08000032,,Inpatient/Day case,CB,,654,,561,,93,,44,,44,,0,,0,,44,,10,,28,,6,,0,,0,,0,,0,,0,,0,,5,,1,,4,,0,,0,
20151231,S08000032,,Inpatient/Day case,CB,,631,,541,,90,,53,,53,,0,,0,,34,,10,,23,,1,,0,,0,,0,,0,,0,,0,,2,,1,,1,,0,,1,
20160331,S08000032,,Inpatient/Day case,CB,,659,,577,,82,,49,,49,,0,,0,,29,,7,,15,,4,,0,,3,,0,,0,,0,,0,,3,,1,,2,,0,,1,
20160630,S08000032,,Inpatient/Day case,CB,,555,,454,,101,,49,,49,,0,,0,,48,,22,,21,,4,,1,,0,,0,,0,,0,,0,,4,,3,,1,,0,,0,
20160930,S08000032,,Inpatient/Day case,CB,,540,,460,,80,,43,,43,,0,,0,,35,,14,,19,,1,,1,,0,,0,,0,,0,,0,,2,,1,,1,,0,,0,
20161231,S08000032,,Inpatient/Day case,CB,,576,,518,,58,,26,,26,,0,,0,,30,,9,,19,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
20170331,S08000032,,Inpatient/Day case,CB,,696,,625,,71,,28,,28,,0,,0,,42,,8,,29,,3,,1,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20170630,S08000032,,Inpatient/Day case,CB,,694,,641,,53,,22,,22,,0,,0,,31,,18,,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20170930,S08000032,,Inpatient/Day case,CB,,689,,608,,81,,42,,42,,0,,0,,39,,12,,19,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20171231,S08000032,,Inpatient/Day case,CB,,668,,612,,56,,29,,29,,0,,0,,27,,5,,16,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180331,S08000032,,Inpatient/Day case,CB,,686,,627,,59,,29,,29,,0,,0,,30,,12,,15,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180630,S08000032,,Inpatient/Day case,CB,,838,,771,,67,,36,,36,,0,,0,,31,,19,,10,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20180930,S08000032,,Inpatient/Day case,CB,,930,,863,,67,,34,,34,,0,,0,,32,,19,,11,,2,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20181231,S08000032,,Inpatient/Day case,CB,,775,,705,,70,,35,,35,,0,,0,,33,,11,,16,,6,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
20190331,S08000032,,Inpatient/Day case,CB,,650,,597,,53,,26,,26,,0,,0,,27,,9,,15,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S08000032,,Inpatient/Day case,CB,,704,,640,,64,,24,,24,,0,,0,,39,,15,,20,,4,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20190930,S08000032,,Inpatient/Day case,CB,,850,,785,,65,,30,,30,,0,,0,,35,,13,,16,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S08000032,,Inpatient/Day case,CB,,874,,792,,82,,36,,36,,0,,0,,46,,14,,28,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S08000032,,Inpatient/Day case,CB,,885,,856,,29,,16,,16,,0,,0,,13,,3,,6,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S08000032,,Inpatient/Day case,CB,,952,,950,,2,,1,,1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S08000032,,Inpatient/Day case,CB,,1017,,1010,,7,,5,,5,,0,,0,,2,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20201231,S08000032,,Inpatient/Day case,CB,,1117,,1109,,8,,3,,3,,0,,0,,4,,0,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20210331,S08000032,,Inpatient/Day case,CB,,1341,,1333,,8,,4,,4,,0,,0,,3,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20210630,S08000032,,Inpatient/Day case,CB,,1538,,1535,,3,,1,,1,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20210930,S08000032,,Inpatient/Day case,CB,,1606,,1591,,15,,10,,10,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,
20211231,S08000032,,Inpatient/Day case,CB,,1660,,1642,,18,,1,,1,,0,,0,,17,,2,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20220331,S08000032,,Inpatient/Day case,CB,,1759,,1728,,31,,9,,9,,0,,0,,22,,1,,19,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20121231,S08000032,,Inpatient/Day case,C12,,71,,48,,23,,14,,0,,0,,14,,9,,0,,0,,0,,0,,0,,0,,0,,0,,9,,0,,0,,0,,0,,0,
20130331,S08000032,,Inpatient/Day case,C12,,74,,57,,17,,9,,1,,0,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,8,,0,,0,,0,,0,,0,
20130630,S08000032,,Inpatient/Day case,C12,,69,,49,,20,,7,,1,,0,,6,,13,,0,,0,,1,,0,,0,,0,,0,,0,,12,,0,,0,,0,,0,,0,
20130930,S08000032,,Inpatient/Day case,C12,,75,,57,,18,,10,,6,,0,,4,,8,,0,,0,,1,,0,,0,,0,,0,,0,,7,,0,,0,,0,,0,,0,
20131231,S08000032,,Inpatient/Day case,C12,,79,,50,,29,,13,,9,,0,,4,,16,,1,,6,,0,,0,,0,,0,,0,,0,,9,,0,,0,,0,,0,,0,
20140331,S08000032,,Inpatient/Day case,C12,,85,,73,,12,,6,,6,,0,,0,,6,,0,,3,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140630,S08000032,,Inpatient/Day case,C12,,93,,70,,23,,6,,6,,0,,0,,17,,11,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20140930,S08000032,,Inpatient/Day case,C12,,110,,91,,19,,7,,7,,0,,0,,12,,5,,4,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20141231,S08000032,,Inpatient/Day case,C12,,135,,105,,30,,8,,8,,0,,0,,22,,3,,12,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20150331,S08000032,,Inpatient/Day case,C12,,125,,102,,23,,7,,7,,0,,0,,14,,6,,7,,1,,0,,0,,0,,0,,0,,0,,2,,2,,0,,0,,0,
20150630,S08000032,,Inpatient/Day case,C12,,108,,84,,24,,5,,5,,0,,0,,18,,13,,3,,2,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
20150930,S08000032,,Inpatient/Day case,C12,,108,,89,,19,,6,,6,,0,,0,,11,,4,,5,,2,,0,,0,,0,,0,,0,,0,,2,,2,,0,,0,,0,
