Year,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2021,Q4,p,S08000031,,G405H,,CC,,Intensive Care Medicine,,1495,,707,,16.25,,7.684782609,,47.2909699,
2021,Q4,p,S08000031,,S08000031,d,CC,,Intensive Care Medicine,,3931,,2389,,42.72826087,,25.9673913,,60.77334012,
2021,Q1,,S08000031,,S08000031,d,G5,,Learning Disability,,2911,,2566,,32.34444444,,28.51111111,,88.14840261,
2021,Q2,,S08000031,,S08000031,d,G5,,Learning Disability,,3116,,2681,,34.24175824,,29.46153846,,86.03979461,
2021,Q3,,S08000031,,S08000031,d,G5,,Learning Disability,,3295,,2816,,35.81521739,,30.60869565,,85.46282246,
2021,Q4,p,S08000031,,S08000031,d,G5,,Learning Disability,,3219,,2689,,34.98913043,,29.22826087,,83.5352594,
2021,Q1,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,2911,,2566,,32.34444444,,28.51111111,,88.14840261,
2021,Q2,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3116,,2681,,34.24175824,,29.46153846,,86.03979461,
2021,Q3,,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3295,,2816,,35.81521739,,30.60869565,,85.46282246,
2021,Q4,p,S08000031,,S08000031,d, ,z,Learning Disability Grouping,d,3219,,2689,,34.98913043,,29.22826087,,83.5352594,
2021,Q1,,S08000031,,C206H,, ,z,Medical Grouping,d,7091,,6247,,78.78888889,,69.41111111,,88.09758849,
2021,Q1,,S08000031,,C313H,, ,z,Medical Grouping,d,18456,,16134,,205.0666667,,179.2666667,,87.41872562,
2021,Q1,,S08000031,,C418H,, ,z,Medical Grouping,d,32604,,29912,,362.2666667,,332.3555556,,91.74334437,
2021,Q1,,S08000031,,G107H,, ,z,Medical Grouping,d,54849,,47752,,609.4333333,,530.5777778,,87.06083976,
2021,Q1,,S08000031,,G207H,, ,z,Medical Grouping,d,4280,,4118,,47.55555556,,45.75555556,,96.21495327,
2021,Q1,,S08000031,,G306H,, ,z,Medical Grouping,d,5129,,4993,,56.98888889,,55.47777778,,97.348411,
2021,Q1,,S08000031,,G405H,, ,z,Medical Grouping,d,91131,,79980,,1012.566667,,888.6666667,,87.76376864,
2021,Q1,,S08000031,,G516H,, ,z,Medical Grouping,d,24177,,20244,,268.6333333,,224.9333333,,83.73247301,
2021,Q1,,S08000031,,S08000031,d, ,z,Medical Grouping,d,250321,,217894,,2781.344444,,2421.044444,,87.04583315,
2021,Q2,,S08000031,,C206H,, ,z,Medical Grouping,d,7256,,6209,,79.73626374,,68.23076923,,85.57056229,
2021,Q2,,S08000031,,C313H,, ,z,Medical Grouping,d,18744,,16895,,205.978022,,185.6593407,,90.13551003,
2021,Q2,,S08000031,,C418H,, ,z,Medical Grouping,d,31302,,29746,,343.978022,,326.8791209,,95.02907162,
2021,Q2,,S08000031,,G107H,, ,z,Medical Grouping,d,52322,,46802,,574.967033,,514.3076923,,89.44994457,
2021,Q2,,S08000031,,G207H,, ,z,Medical Grouping,d,4370,,4318,,48.02197802,,47.45054945,,98.81006865,
2021,Q2,,S08000031,,G306H,, ,z,Medical Grouping,d,4357,,4202,,47.87912088,,46.17582418,,96.44250631,
2021,Q2,,S08000031,,G405H,, ,z,Medical Grouping,d,90415,,80399,,993.5714286,,883.5054945,,88.92219211,
2021,Q2,,S08000031,,G516H,, ,z,Medical Grouping,d,24808,,21221,,272.6153846,,233.1978022,,85.54095453,
2021,Q2,,S08000031,,S08000031,d, ,z,Medical Grouping,d,246828,,219320,,2712.395604,,2410.10989,,88.85539728,
2021,Q3,,S08000031,,C206H,, ,z,Medical Grouping,d,7497,,6475,,81.48913043,,70.38043478,,86.36788049,
2021,Q3,,S08000031,,C313H,, ,z,Medical Grouping,d,19155,,17412,,208.2065217,,189.2608696,,90.90054816,
2021,Q3,,S08000031,,C418H,, ,z,Medical Grouping,d,31624,,30107,,343.7391304,,327.25,,95.20301037,
2021,Q3,,S08000031,,G107H,, ,z,Medical Grouping,d,53939,,49140,,586.2934783,,534.1304348,,91.10291255,
2021,Q3,,S08000031,,G207H,, ,z,Medical Grouping,d,4433,,4382,,48.18478261,,47.63043478,,98.84953756,
2021,Q3,,S08000031,,G306H,, ,z,Medical Grouping,d,4797,,4748,,52.14130435,,51.60869565,,98.97852825,
2021,Q3,,S08000031,,G405H,, ,z,Medical Grouping,d,91189,,83390,,991.1847826,,906.4130435,,91.44743335,
2021,Q3,,S08000031,,G516H,, ,z,Medical Grouping,d,27185,,24114,,295.4891304,,262.1086957,,88.70332904,
2021,Q3,,S08000031,,S08000031,d, ,z,Medical Grouping,d,252964,,229219,,2749.608696,,2491.51087,,90.61328885,
2021,Q4,p,S08000031,,C206H,, ,z,Medical Grouping,d,7482,,6756,,81.32608696,,73.43478261,,90.29671211,
2021,Q4,p,S08000031,,C313H,, ,z,Medical Grouping,d,19646,,17955,,213.5434783,,195.1630435,,91.3926499,
2021,Q4,p,S08000031,,C418H,, ,z,Medical Grouping,d,31639,,30056,,343.9021739,,326.6956522,,94.99668131,
2021,Q4,p,S08000031,,G107H,, ,z,Medical Grouping,d,54391,,49565,,591.2065217,,538.75,,91.12720855,
2021,Q4,p,S08000031,,G207H,, ,z,Medical Grouping,d,4420,,4374,,48.04347826,,47.54347826,,98.95927602,
2021,Q4,p,S08000031,,G306H,, ,z,Medical Grouping,d,5455,,5399,,59.29347826,,58.68478261,,98.97341888,
2021,Q4,p,S08000031,,G405H,, ,z,Medical Grouping,d,91625,,84333,,995.923913,,916.6630435,,92.0414734,
2021,Q4,p,S08000031,,G516H,, ,z,Medical Grouping,d,26691,,23346,,290.1195652,,253.7608696,,87.46768574,
2021,Q4,p,S08000031,,S08000031,d, ,z,Medical Grouping,d,255064,,231932,,2772.434783,,2521,,90.93090362,
2021,Q1,,S08000031,,G107H,,AD,,Medical Oncology,,7,,7,,0.077777778,,0.077777778,,100,
2021,Q1,,S08000031,,G405H,,AD,,Medical Oncology,,37,,37,,0.411111111,,0.411111111,,100,
2021,Q1,,S08000031,,G516H,,AD,,Medical Oncology,,2600,,1800,,28.88888889,,20,,69.23076923,
2021,Q1,,S08000031,,S08000031,d,AD,,Medical Oncology,,3060,,2207,,34,,24.52222222,,72.12418301,
2021,Q2,,S08000031,,C418H,,AD,,Medical Oncology,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q2,,S08000031,,G107H,,AD,,Medical Oncology,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000031,,G405H,,AD,,Medical Oncology,,8,,8,,0.087912088,,0.087912088,,100,
2021,Q2,,S08000031,,G516H,,AD,,Medical Oncology,,2677,,1926,,29.41758242,,21.16483516,,71.94620844,
2021,Q2,,S08000031,,S08000031,d,AD,,Medical Oncology,,3175,,2362,,34.89010989,,25.95604396,,74.39370079,
2021,Q3,,S08000031,,G405H,,AD,,Medical Oncology,,9,,9,,0.097826087,,0.097826087,,100,
2021,Q3,,S08000031,,G516H,,AD,,Medical Oncology,,2699,,1978,,29.33695652,,21.5,,73.28640237,
2021,Q3,,S08000031,,S08000031,d,AD,,Medical Oncology,,3202,,2447,,34.80434783,,26.59782609,,76.42098688,
2021,Q4,p,S08000031,,C418H,,AD,,Medical Oncology,,10,,10,,0.108695652,,0.108695652,,100,
2021,Q4,p,S08000031,,G107H,,AD,,Medical Oncology,,16,,16,,0.173913043,,0.173913043,,100,
2021,Q4,p,S08000031,,G405H,,AD,,Medical Oncology,,20,,20,,0.217391304,,0.217391304,,100,
2021,Q4,p,S08000031,,G516H,,AD,,Medical Oncology,,2688,,1979,,29.2173913,,21.51086957,,73.6235119,
2021,Q4,p,S08000031,,S08000031,d,AD,,Medical Oncology,,3107,,2362,,33.77173913,,25.67391304,,76.02188606,
2021,Q2,,S08000031,,C418H,,R9,,Medical physics,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q2,,S08000031,,S08000031,d,R9,,Medical physics,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q1,,S08000031,,C206H,, ,z,Mental Health Grouping,d,1107,,855,,12.3,,9.5,,77.23577236,
2021,Q1,,S08000031,,C313H,, ,z,Mental Health Grouping,d,2377,,1763,,26.41111111,,19.58888889,,74.16912074,
2021,Q1,,S08000031,,C418H,, ,z,Mental Health Grouping,d,3600,,3305,,40,,36.72222222,,91.80555556,
2021,Q1,,S08000031,,G207H,, ,z,Mental Health Grouping,d,19717,,15157,,219.0777778,,168.4111111,,76.8727494,
2021,Q1,,S08000031,,G405H,, ,z,Mental Health Grouping,d,3,,3,,0.033333333,,0.033333333,,100,
2021,Q1,,S08000031,,S08000031,d, ,z,Mental Health Grouping,d,100348,,76554,,1114.977778,,850.6,,76.28851596,
2021,Q2,,S08000031,,C206H,, ,z,Mental Health Grouping,d,1274,,973,,14,,10.69230769,,76.37362637,
2021,Q2,,S08000031,,C313H,, ,z,Mental Health Grouping,d,2456,,2054,,26.98901099,,22.57142857,,83.63192182,
2021,Q2,,S08000031,,C418H,, ,z,Mental Health Grouping,d,3640,,3327,,40,,36.56043956,,91.4010989,
2021,Q2,,S08000031,,G207H,, ,z,Mental Health Grouping,d,19896,,15720,,218.6373626,,172.7472527,,79.01085645,
2021,Q2,,S08000031,,S08000031,d, ,z,Mental Health Grouping,d,101305,,78119,,1113.241758,,858.4505495,,77.11267953,
2021,Q3,,S08000031,,C206H,, ,z,Mental Health Grouping,d,1288,,1041,,14,,11.31521739,,80.82298137,
2021,Q3,,S08000031,,C313H,, ,z,Mental Health Grouping,d,2488,,2061,,27.04347826,,22.40217391,,82.83762058,
2021,Q3,,S08000031,,C418H,, ,z,Mental Health Grouping,d,3678,,3297,,39.97826087,,35.83695652,,89.6411093,
2021,Q3,,S08000031,,G207H,, ,z,Mental Health Grouping,d,20160,,15984,,219.1304348,,173.7391304,,79.28571429,
2021,Q3,,S08000031,,S08000031,d, ,z,Mental Health Grouping,d,102245,,78822,,1111.358696,,856.7608696,,77.09130031,
2021,Q4,p,S08000031,,C206H,, ,z,Mental Health Grouping,d,1288,,1148,,14,,12.47826087,,89.13043478,
2021,Q4,p,S08000031,,C313H,, ,z,Mental Health Grouping,d,2573,,2101,,27.9673913,,22.83695652,,81.65565488,
2021,Q4,p,S08000031,,C418H,, ,z,Mental Health Grouping,d,3680,,3256,,40,,35.39130435,,88.47826087,
2021,Q4,p,S08000031,,G207H,, ,z,Mental Health Grouping,d,20211,,15590,,219.6847826,,169.4565217,,77.13621295,
2021,Q4,p,S08000031,,G405H,, ,z,Mental Health Grouping,d,19,,19,,0.206521739,,0.206521739,,100,
2021,Q4,p,S08000031,,S08000031,d, ,z,Mental Health Grouping,d,102660,,77696,,1115.869565,,844.5217391,,75.68283655,
2021,Q1,,S08000031,,C418H,,T2,,Midwifery,,255,,0,,2.833333333,,0,,0,
2021,Q1,,S08000031,,G405H,,T2,,Midwifery,,31,,31,,0.344444444,,0.344444444,,100,
2021,Q1,,S08000031,,S08000031,d,T2,,Midwifery,,286,,31,,3.177777778,,0.344444444,,10.83916084,
2021,Q2,,S08000031,,C418H,,T2,,Midwifery,,264,,0,,2.901098901,,0,,0,
2021,Q2,,S08000031,,S08000031,d,T2,,Midwifery,,264,,0,,2.901098901,,0,,0,
2021,Q3,,S08000031,,C418H,,T2,,Midwifery,,257,,0,,2.793478261,,0,,0,
2021,Q3,,S08000031,,G405H,,T2,,Midwifery,,15,,15,,0.163043478,,0.163043478,,100,
2021,Q3,,S08000031,,S08000031,d,T2,,Midwifery,,272,,15,,2.956521739,,0.163043478,,5.514705882,
2021,Q4,p,S08000031,,C418H,,T2,,Midwifery,,275,,0,,2.989130435,,0,,0,
2021,Q4,p,S08000031,,G405H,,T2,,Midwifery,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000031,,S08000031,d,T2,,Midwifery,,277,,2,,3.010869565,,0.02173913,,0.722021661,
2021,Q1,,S08000031,,C418H,,AH,,Neurology,,3,,3,,0.033333333,,0.033333333,,100,
2021,Q1,,S08000031,,G107H,,AH,,Neurology,,1,,1,,0.011111111,,0.011111111,,100,
2021,Q1,,S08000031,,G405H,,AH,,Neurology,,4354,,3581,,48.37777778,,39.78888889,,82.24621038,
2021,Q1,,S08000031,,G516H,,AH,,Neurology,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q1,,S08000031,,S08000031,d,AH,,Neurology,,4805,,4032,,53.38888889,,44.8,,83.91259105,
2021,Q2,,S08000031,,C313H,,AH,,Neurology,,4,,4,,0.043956044,,0.043956044,,100,
2021,Q2,,S08000031,,C418H,,AH,,Neurology,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q2,,S08000031,,G107H,,AH,,Neurology,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q2,,S08000031,,G405H,,AH,,Neurology,,3670,,3002,,40.32967033,,32.98901099,,81.79836512,
2021,Q2,,S08000031,,G516H,,AH,,Neurology,,4,,4,,0.043956044,,0.043956044,,100,
2021,Q2,,S08000031,,S08000031,d,AH,,Neurology,,4037,,3368,,44.36263736,,37.01098901,,83.42828833,
2021,Q3,,S08000031,,C313H,,AH,,Neurology,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000031,,C418H,,AH,,Neurology,,5,,5,,0.054347826,,0.054347826,,100,
2021,Q3,,S08000031,,G107H,,AH,,Neurology,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000031,,G405H,,AH,,Neurology,,3452,,2612,,37.52173913,,28.39130435,,75.66628042,
2021,Q3,,S08000031,,S08000031,d,AH,,Neurology,,3694,,2816,,40.15217391,,30.60869565,,76.23172713,
2021,Q4,p,S08000031,,C313H,,AH,,Neurology,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q4,p,S08000031,,C418H,,AH,,Neurology,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q4,p,S08000031,,G107H,,AH,,Neurology,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q4,p,S08000031,,G405H,,AH,,Neurology,,3188,,2741,,34.65217391,,29.79347826,,85.97867001,
2021,Q4,p,S08000031,,S08000031,d,AH,,Neurology,,3782,,3256,,41.10869565,,35.39130435,,86.09201481,
2021,Q1,,S08000031,,C206H,,C6,,Neurosurgery,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q1,,S08000031,,C313H,,C6,,Neurosurgery,,6,,6,,0.066666667,,0.066666667,,100,
2021,Q1,,S08000031,,C418H,,C6,,Neurosurgery,,7,,7,,0.077777778,,0.077777778,,100,
2021,Q1,,S08000031,,G107H,,C6,,Neurosurgery,,4,,4,,0.044444444,,0.044444444,,100,
2021,Q1,,S08000031,,G405H,,C6,,Neurosurgery,,6630,,4988,,73.66666667,,55.42222222,,75.23378582,
2021,Q1,,S08000031,,S08000031,d,C6,,Neurosurgery,,7465,,5823,,82.94444444,,64.7,,78.00401875,
2021,Q2,,S08000031,,C313H,,C6,,Neurosurgery,,5,,5,,0.054945055,,0.054945055,,100,
2021,Q2,,S08000031,,C418H,,C6,,Neurosurgery,,4,,4,,0.043956044,,0.043956044,,100,
2021,Q2,,S08000031,,G107H,,C6,,Neurosurgery,,5,,5,,0.054945055,,0.054945055,,100,
2021,Q2,,S08000031,,G405H,,C6,,Neurosurgery,,7094,,5876,,77.95604396,,64.57142857,,82.83056104,
2021,Q2,,S08000031,,S08000031,d,C6,,Neurosurgery,,7849,,6631,,86.25274725,,72.86813187,,84.48209963,
2021,Q3,,S08000031,,C206H,,C6,,Neurosurgery,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q3,,S08000031,,C313H,,C6,,Neurosurgery,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q3,,S08000031,,C418H,,C6,,Neurosurgery,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q3,,S08000031,,G107H,,C6,,Neurosurgery,,37,,37,,0.402173913,,0.402173913,,100,
2021,Q3,,S08000031,,G405H,,C6,,Neurosurgery,,6535,,5715,,71.0326087,,62.11956522,,87.45218057,
2021,Q3,,S08000031,,S08000031,d,C6,,Neurosurgery,,7182,,6319,,78.06521739,,68.68478261,,87.98384851,
2021,Q4,p,S08000031,,C206H,,C6,,Neurosurgery,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q4,p,S08000031,,C313H,,C6,,Neurosurgery,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q4,p,S08000031,,C418H,,C6,,Neurosurgery,,9,,9,,0.097826087,,0.097826087,,100,
2021,Q4,p,S08000031,,G107H,,C6,,Neurosurgery,,29,,29,,0.315217391,,0.315217391,,100,
2021,Q4,p,S08000031,,G207H,,C6,,Neurosurgery,,10,,10,,0.108695652,,0.108695652,,100,
2021,Q4,p,S08000031,,G405H,,C6,,Neurosurgery,,5940,,5150,,64.56521739,,55.97826087,,86.7003367,
2021,Q4,p,S08000031,,S08000031,d,C6,,Neurosurgery,,6722,,5745,,73.06521739,,62.44565217,,85.46563523,
2021,Q1,,S08000031,,C206H,,F3,,Obstetrics,,180,,0,,2,,0,,0,
2021,Q1,,S08000031,,C313H,,F3,,Obstetrics,,180,,13,,2,,0.144444444,,7.222222222,
2021,Q1,,S08000031,,C418H,,F3,,Obstetrics,,3259,,1986,,36.21111111,,22.06666667,,60.93893832,
2021,Q1,,S08000031,,G107H,,F3,,Obstetrics,,9,,9,,0.1,,0.1,,100,
2021,Q1,,S08000031,,G405H,,F3,,Obstetrics,,5582,,3918,,62.02222222,,43.53333333,,70.18989609,
2021,Q1,,S08000031,,S08000031,d,F3,,Obstetrics,,14875,,9696,,165.2777778,,107.7333333,,65.18319328,
2021,Q2,,S08000031,,C206H,,F3,,Obstetrics,,182,,0,,2,,0,,0,
2021,Q2,,S08000031,,C313H,,F3,,Obstetrics,,182,,91,,2,,1,,50,
2021,Q2,,S08000031,,C418H,,F3,,Obstetrics,,3268,,2146,,35.91208791,,23.58241758,,65.66707466,
2021,Q2,,S08000031,,G107H,,F3,,Obstetrics,,21,,21,,0.230769231,,0.230769231,,100,
2021,Q2,,S08000031,,G405H,,F3,,Obstetrics,,5710,,3973,,62.74725275,,43.65934066,,69.57968476,
2021,Q2,,S08000031,,S08000031,d,F3,,Obstetrics,,15112,,10103,,166.0659341,,111.021978,,66.85415564,
2021,Q3,,S08000031,,C206H,,F3,,Obstetrics,,184,,1,,2,,0.010869565,,0.543478261,
2021,Q3,,S08000031,,C313H,,F3,,Obstetrics,,184,,3,,2,,0.032608696,,1.630434783,
2021,Q3,,S08000031,,C418H,,F3,,Obstetrics,,3439,,2648,,37.38043478,,28.7826087,,76.99912765,
2021,Q3,,S08000031,,G107H,,F3,,Obstetrics,,80,,80,,0.869565217,,0.869565217,,100,
2021,Q3,,S08000031,,G405H,,F3,,Obstetrics,,5778,,4524,,62.80434783,,49.17391304,,78.29698858,
2021,Q3,,S08000031,,S08000031,d,F3,,Obstetrics,,15531,,11568,,168.8152174,,125.7391304,,74.48329148,
2021,Q4,p,S08000031,,C206H,,F3,,Obstetrics,,184,,1,,2,,0.010869565,,0.543478261,
2021,Q4,p,S08000031,,C313H,,F3,,Obstetrics,,184,,32,,2,,0.347826087,,17.39130435,
2021,Q4,p,S08000031,,C418H,,F3,,Obstetrics,,3361,,2598,,36.5326087,,28.23913043,,77.29842309,
2021,Q4,p,S08000031,,G107H,,F3,,Obstetrics,,76,,76,,0.826086957,,0.826086957,,100,
2021,Q4,p,S08000031,,G405H,,F3,,Obstetrics,,5785,,4593,,62.88043478,,49.92391304,,79.39498704,
2021,Q4,p,S08000031,,S08000031,d,F3,,Obstetrics,,15415,,11338,,167.5543478,,123.2391304,,73.55173532,
2021,Q1,,S08000031,,C313H,,C7,,Ophthalmology,,270,,0,,3,,0,,0,
2021,Q1,,S08000031,,G207H,,C7,,Ophthalmology,,1,,1,,0.011111111,,0.011111111,,100,
2021,Q1,,S08000031,,G306H,,C7,,Ophthalmology,,1,,1,,0.011111111,,0.011111111,,100,
2021,Q1,,S08000031,,G516H,,C7,,Ophthalmology,,1080,,342,,12,,3.8,,31.66666667,
2021,Q1,,S08000031,,S08000031,d,C7,,Ophthalmology,,1393,,360,,15.47777778,,4,,25.84350323,
2021,Q2,,S08000031,,C313H,,C7,,Ophthalmology,,117,,1,,1.285714286,,0.010989011,,0.854700855,
2021,Q2,,S08000031,,G107H,,C7,,Ophthalmology,,4,,4,,0.043956044,,0.043956044,,100,
2021,Q2,,S08000031,,G207H,,C7,,Ophthalmology,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000031,,G306H,,C7,,Ophthalmology,,6,,6,,0.065934066,,0.065934066,,100,
2021,Q2,,S08000031,,G405H,,C7,,Ophthalmology,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000031,,G516H,,C7,,Ophthalmology,,1090,,390,,11.97802198,,4.285714286,,35.77981651,
2021,Q2,,S08000031,,S08000031,d,C7,,Ophthalmology,,1239,,416,,13.61538462,,4.571428571,,33.57546408,
2021,Q3,,S08000031,,C313H,,C7,,Ophthalmology,,228,,3,,2.47826087,,0.032608696,,1.315789474,
2021,Q3,,S08000031,,G306H,,C7,,Ophthalmology,,11,,11,,0.119565217,,0.119565217,,100,
2021,Q3,,S08000031,,G405H,,C7,,Ophthalmology,,6,,6,,0.065217391,,0.065217391,,100,
2021,Q3,,S08000031,,G516H,,C7,,Ophthalmology,,1097,,386,,11.92391304,,4.195652174,,35.18687329,
2021,Q3,,S08000031,,S08000031,d,C7,,Ophthalmology,,1358,,419,,14.76086957,,4.554347826,,30.85419735,
2021,Q4,p,S08000031,,C313H,,C7,,Ophthalmology,,236,,0,,2.565217391,,0,,0,
2021,Q4,p,S08000031,,C418H,,C7,,Ophthalmology,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q4,p,S08000031,,G405H,,C7,,Ophthalmology,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000031,,G516H,,C7,,Ophthalmology,,1100,,433,,11.95652174,,4.706521739,,39.36363636,
2021,Q4,p,S08000031,,S08000031,d,C7,,Ophthalmology,,1348,,444,,14.65217391,,4.826086957,,32.93768546,
2021,Q2,,S08000031,,G107H,,D3,,Oral Surgery,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000031,,G306H,,D3,,Oral Surgery,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000031,,S08000031,d,D3,,Oral Surgery,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q3,,S08000031,,G207H,,D3,,Oral Surgery,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000031,,G306H,,D3,,Oral Surgery,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000031,,S08000031,d,D3,,Oral Surgery,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000031,,G405H,,D3,,Oral Surgery,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000031,,S08000031,d,D3,,Oral Surgery,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q1,,S08000031,,C313H,, ,z,Other Grouping,d,72,,0,,0.8,,0,,0,
2021,Q1,,S08000031,,C418H,, ,z,Other Grouping,d,1339,,0,,14.87777778,,0,,0,
2021,Q1,,S08000031,,G207H,, ,z,Other Grouping,d,111,,0,,1.233333333,,0,,0,
2021,Q1,,S08000031,,G306H,, ,z,Other Grouping,d,257,,0,,2.855555556,,0,,0,
2021,Q1,,S08000031,,S08000031,d, ,z,Other Grouping,d,5303,,0,,58.92222222,,0,,0,
2021,Q2,,S08000031,,C313H,, ,z,Other Grouping,d,117,,0,,1.285714286,,0,,0,
2021,Q2,,S08000031,,C418H,, ,z,Other Grouping,d,1191,,2,,13.08791209,,0.021978022,,0.167926113,
2021,Q2,,S08000031,,G207H,, ,z,Other Grouping,d,305,,0,,3.351648352,,0,,0,
2021,Q2,,S08000031,,G306H,, ,z,Other Grouping,d,950,,0,,10.43956044,,0,,0,
2021,Q2,,S08000031,,S08000031,d, ,z,Other Grouping,d,6072,,2,,66.72527473,,0.021978022,,0.032938076,
2021,Q3,,S08000031,,C313H,, ,z,Other Grouping,d,58,,0,,0.630434783,,0,,0,
2021,Q3,,S08000031,,C418H,, ,z,Other Grouping,d,1210,,0,,13.15217391,,0,,0,
2021,Q3,,S08000031,,G207H,, ,z,Other Grouping,d,72,,0,,0.782608696,,0,,0,
2021,Q3,,S08000031,,G306H,, ,z,Other Grouping,d,618,,0,,6.717391304,,0,,0,
2021,Q3,,S08000031,,S08000031,d, ,z,Other Grouping,d,5292,,0,,57.52173913,,0,,0,
2021,Q4,p,S08000031,,C313H,, ,z,Other Grouping,d,68,,0,,0.739130435,,0,,0,
2021,Q4,p,S08000031,,C418H,, ,z,Other Grouping,d,1049,,0,,11.40217391,,0,,0,
2021,Q4,p,S08000031,,G207H,, ,z,Other Grouping,d,65,,0,,0.706521739,,0,,0,
2021,Q4,p,S08000031,,G306H,, ,z,Other Grouping,d,48,,0,,0.52173913,,0,,0,
2021,Q4,p,S08000031,,S08000031,d, ,z,Other Grouping,d,4238,,0,,46.06521739,,0,,0,
2021,Q1,,S08000031,,S08000031,d,D8,,Paediatric Dentistry,,7,,7,,0.077777778,,0.077777778,,100,
2021,Q2,,S08000031,,S08000031,d,D8,,Paediatric Dentistry,,4,,4,,0.043956044,,0.043956044,,100,
2021,Q3,,S08000031,,S08000031,d,D8,,Paediatric Dentistry,,13,,13,,0.141304348,,0.141304348,,100,
2021,Q4,p,S08000031,,S08000031,d,D8,,Paediatric Dentistry,,8,,8,,0.086956522,,0.086956522,,100,
2021,Q1,,S08000031,,S08000031,d,CA,,Paediatric Surgery,,1437,,934,,15.96666667,,10.37777778,,64.99652053,
2021,Q2,,S08000031,,S08000031,d,CA,,Paediatric Surgery,,1366,,912,,15.01098901,,10.02197802,,66.76427526,
2021,Q3,,S08000031,,S08000031,d,CA,,Paediatric Surgery,,1216,,840,,13.2173913,,9.130434783,,69.07894737,
2021,Q4,p,S08000031,,S08000031,d,CA,,Paediatric Surgery,,1135,,792,,12.33695652,,8.608695652,,69.77973568,
2021,Q1,,S08000031,,C418H,,AF,,Paediatrics,,1283,,739,,14.25555556,,8.211111111,,57.59937646,
2021,Q1,,S08000031,,G405H,,AF,,Paediatrics,,6,,6,,0.066666667,,0.066666667,,100,
2021,Q1,,S08000031,,S08000031,d,AF,,Paediatrics,,8809,,7411,,97.87777778,,82.34444444,,84.12986718,
2021,Q2,,S08000031,,C418H,,AF,,Paediatrics,,1341,,733,,14.73626374,,8.054945055,,54.66070097,
2021,Q2,,S08000031,,S08000031,d,AF,,Paediatrics,,10019,,8287,,110.0989011,,91.06593407,,82.71284559,
2021,Q3,,S08000031,,C418H,,AF,,Paediatrics,,1306,,1076,,14.19565217,,11.69565217,,82.38897397,
2021,Q3,,S08000031,,S08000031,d,AF,,Paediatrics,,10887,,9518,,118.3369565,,103.4565217,,87.42536971,
2021,Q4,p,S08000031,,C418H,,AF,,Paediatrics,,1320,,1041,,14.34782609,,11.31521739,,78.86363636,
2021,Q4,p,S08000031,,G405H,,AF,,Paediatrics,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000031,,S08000031,d,AF,,Paediatrics,,12027,,10817,,130.7282609,,117.576087,,89.93930323,
2021,Q1,,S08000031,,C418H,, ,z,Paediatrics Grouping,d,1283,,739,,14.25555556,,8.211111111,,57.59937646,
2021,Q1,,S08000031,,G405H,, ,z,Paediatrics Grouping,d,6,,6,,0.066666667,,0.066666667,,100,
