_id,QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,LessThan4WeekWait,LessThan4WeekWaitQF,4To8WeekWait,4To8WeekWaitQF,8To12WeekWait,8To12WeekWaitQF,12To16WeekWait,12To16WeekWaitQF,16To20WeekWait,16To20WeekWaitQF,20To24WeekWait,20To24WeekWaitQF,24To28WeekWait,24To28WeekWaitQF,28To32WeekWait,28To32WeekWaitQF,32To36WeekWait,32To36WeekWaitQF,36To40WeekWait,36To40WeekWaitQF,40To44WeekWait,40To44WeekWaitQF,44To48WeekWait,44To48WeekWaitQF,48To52WeekWait,48To52WeekWaitQF,52To65WeekWait,52To65WeekWaitQF,65To78WeekWait,65To78WeekWaitQF,78To91WeekWait,78To91WeekWaitQF,91To104WeekWait,91To104WeekWaitQF,Over104WeekWait,Over104WeekWaitQF
19492,20200630,S08000022,,New Outpatient,AFA,,3,,0,,0,,3,,5,,2,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19493,20210630,S08000022,,New Outpatient,AFA,,4,,4,,8,,7,,1,,0,,0,,1,,2,,0,,1,,0,,0,,0,,4,,1,,1,,3,
19494,20130930,S08000022,,New Outpatient,AFA,,21,,32,,25,,20,,15,,8,,2,,6,,3,,2,,1,,1,,0,,1,,1,,0,,0,,0,
19495,20140930,S08000022,,New Outpatient,AFA,,1,,0,,0,,3,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0,
19496,20150930,S08000022,,New Outpatient,AFA,,19,,17,,4,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19497,20160930,S08000022,,New Outpatient,AFA,,1,,5,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19498,20170930,S08000022,,New Outpatient,AFA,,1,,2,,0,,0,,0,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19499,20180930,S08000022,,New Outpatient,AFA,,1,,3,,2,,8,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19500,20190930,S08000022,,New Outpatient,AFA,,2,,2,,5,,8,,0,,0,,0,,2,,0,,4,,2,,0,,1,,1,,0,,1,,2,,0,
19501,20200930,S08000022,,New Outpatient,AFA,,10,,9,,6,,3,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19502,20210930,S08000022,,New Outpatient,AFA,,7,,7,,3,,2,,2,,2,,1,,2,,3,,1,,5,,2,,0,,1,,0,,1,,1,,3,
19503,20130331,S08000022,,New Outpatient,AFA,,11,,20,,17,,17,,12,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19504,20140331,S08000022,,New Outpatient,AFA,,4,,7,,14,,6,,4,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19505,20150331,S08000022,,New Outpatient,AFA,,29,,27,,32,,24,,25,,19,,10,,3,,2,,0,,1,,1,,2,,3,,0,,1,,0,,0,
19506,20160331,S08000022,,New Outpatient,AFA,,19,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19507,20170331,S08000022,,New Outpatient,AFA,,0,,0,,4,,0,,2,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19508,20180331,S08000022,,New Outpatient,AFA,,1,,4,,4,,1,,0,,1,,2,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19509,20190331,S08000022,,New Outpatient,AFA,,1,,3,,6,,2,,4,,1,,1,,1,,0,,2,,0,,0,,0,,3,,0,,0,,0,,0,
19510,20200331,S08000022,,New Outpatient,AFA,,1,,3,,1,,7,,1,,0,,1,,1,,1,,0,,1,,1,,4,,6,,0,,0,,0,,0,
19511,20210331,S08000022,,New Outpatient,AFA,,5,,6,,10,,2,,1,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,1,,1,,0,
19512,20121231,S08000022,,New Outpatient,AFA,,13,,8,,2,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,2,
19513,20131231,S08000022,,New Outpatient,AFA,,25,,19,,20,,25,,9,,10,,3,,3,,2,,1,,0,,2,,0,,0,,0,,0,,0,,0,
19514,20141231,S08000022,,New Outpatient,AFA,,29,,15,,18,,5,,4,,5,,3,,2,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,
19515,20151231,S08000022,,New Outpatient,AFA,,20,,12,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19516,20161231,S08000022,,New Outpatient,AFA,,0,,0,,1,,0,,3,,2,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19517,20171231,S08000022,,New Outpatient,AFA,,4,,1,,2,,0,,1,,0,,0,,2,,2,,1,,1,,1,,0,,0,,0,,0,,0,,0,
19518,20181231,S08000022,,New Outpatient,AFA,,1,,5,,4,,2,,4,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19519,20191231,S08000022,,New Outpatient,AFA,,1,,4,,6,,3,,4,,2,,3,,1,,2,,3,,1,,4,,5,,3,,1,,0,,0,,0,
19520,20201231,S08000022,,New Outpatient,AFA,,5,,7,,5,,2,,2,,1,,0,,0,,0,,2,,1,,1,,0,,2,,0,,6,,0,,0,
19521,20211231,S08000022,,New Outpatient,AFA,,4,,1,,2,,2,,0,,1,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,7,
19522,20130630,S08000022,,New Outpatient,AG,,22,,28,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19523,20140630,S08000022,,New Outpatient,AG,,15,,15,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19524,20150630,S08000022,,New Outpatient,AG,,45,,16,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19525,20160630,S08000022,,New Outpatient,AG,,15,,44,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19526,20170630,S08000022,,New Outpatient,AG,,25,,24,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19527,20180630,S08000022,,New Outpatient,AG,,24,,21,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19528,20190630,S08000022,,New Outpatient,AG,,21,,16,,25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19529,20200630,S08000022,,New Outpatient,AG,,7,,6,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19530,20210630,S08000022,,New Outpatient,AG,,22,,32,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19531,20130930,S08000022,,New Outpatient,AG,,12,,21,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19532,20140930,S08000022,,New Outpatient,AG,,24,,13,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19533,20150930,S08000022,,New Outpatient,AG,,40,,21,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19534,20160930,S08000022,,New Outpatient,AG,,22,,20,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19535,20170930,S08000022,,New Outpatient,AG,,22,,18,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19536,20180930,S08000022,,New Outpatient,AG,,12,,35,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19537,20190930,S08000022,,New Outpatient,AG,,8,,10,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19538,20200930,S08000022,,New Outpatient,AG,,15,,13,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19539,20210930,S08000022,,New Outpatient,AG,,16,,27,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19540,20130331,S08000022,,New Outpatient,AG,,6,,31,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19541,20140331,S08000022,,New Outpatient,AG,,18,,18,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19542,20150331,S08000022,,New Outpatient,AG,,23,,15,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19543,20160331,S08000022,,New Outpatient,AG,,15,,26,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19544,20170331,S08000022,,New Outpatient,AG,,25,,15,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19545,20180331,S08000022,,New Outpatient,AG,,14,,26,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19546,20190331,S08000022,,New Outpatient,AG,,15,,20,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19547,20200331,S08000022,,New Outpatient,AG,,14,,15,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19548,20210331,S08000022,,New Outpatient,AG,,11,,27,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19549,20220331,S08000022,,New Outpatient,AG,,18,,27,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19550,20121231,S08000022,,New Outpatient,AG,,19,,25,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19551,20131231,S08000022,,New Outpatient,AG,,19,,17,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19552,20141231,S08000022,,New Outpatient,AG,,29,,9,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19553,20151231,S08000022,,New Outpatient,AG,,23,,26,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19554,20161231,S08000022,,New Outpatient,AG,,19,,12,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19555,20171231,S08000022,,New Outpatient,AG,,16,,16,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19556,20181231,S08000022,,New Outpatient,AG,,16,,13,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19557,20191231,S08000022,,New Outpatient,AG,,19,,18,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19558,20201231,S08000022,,New Outpatient,AG,,22,,11,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19559,20211231,S08000022,,New Outpatient,AG,,11,,25,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19560,20130630,S08000022,,New Outpatient,AH,,111,,66,,142,,10,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19561,20140630,S08000022,,New Outpatient,AH,,107,,24,,38,,167,,26,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19562,20150630,S08000022,,New Outpatient,AH,,131,,86,,98,,118,,21,,2,,3,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
19563,20160630,S08000022,,New Outpatient,AH,,91,,113,,64,,14,,29,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19564,20170630,S08000022,,New Outpatient,AH,,47,,91,,50,,11,,9,,8,,154,,72,,5,,2,,4,,0,,1,,1,,0,,0,,0,,0,
19565,20180630,S08000022,,New Outpatient,AH,,148,,42,,99,,113,,7,,2,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19566,20190630,S08000022,,New Outpatient,AH,,12,,178,,88,,19,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19567,20200630,S08000022,,New Outpatient,AH,,70,,52,,23,,18,,96,,4,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19568,20210630,S08000022,,New Outpatient,AH,,9,,22,,70,,37,,21,,62,,91,,111,,66,,22,,2,,0,,0,,0,,0,,0,,0,,0,
19569,20130930,S08000022,,New Outpatient,AH,,130,,95,,217,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19570,20140930,S08000022,,New Outpatient,AH,,113,,28,,18,,105,,119,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19571,20150930,S08000022,,New Outpatient,AH,,156,,65,,189,,74,,3,,1,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19572,20160930,S08000022,,New Outpatient,AH,,88,,92,,16,,5,,7,,28,,15,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19573,20170930,S08000022,,New Outpatient,AH,,37,,112,,5,,10,,42,,104,,147,,62,,9,,1,,1,,0,,2,,3,,0,,0,,0,,0,
19574,20180930,S08000022,,New Outpatient,AH,,64,,108,,93,,181,,30,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19575,20190930,S08000022,,New Outpatient,AH,,49,,106,,132,,183,,36,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19576,20200930,S08000022,,New Outpatient,AH,,29,,47,,84,,29,,46,,76,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19577,20210930,S08000022,,New Outpatient,AH,,10,,16,,14,,31,,106,,49,,37,,7,,6,,4,,1,,1,,0,,0,,0,,0,,0,,0,
19578,20130331,S08000022,,New Outpatient,AH,,143,,71,,150,,37,,2,,3,,4,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19579,20140331,S08000022,,New Outpatient,AH,,141,,40,,182,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19580,20150331,S08000022,,New Outpatient,AH,,146,,51,,113,,134,,99,,56,,5,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19581,20160331,S08000022,,New Outpatient,AH,,102,,210,,222,,51,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19582,20170331,S08000022,,New Outpatient,AH,,18,,116,,25,,9,,10,,14,,60,,97,,112,,115,,15,,1,,0,,0,,0,,0,,0,,0,
19583,20180331,S08000022,,New Outpatient,AH,,143,,157,,197,,25,,2,,0,,2,,0,,0,,0,,1,,4,,1,,0,,0,,0,,0,,0,
19584,20190331,S08000022,,New Outpatient,AH,,49,,322,,128,,14,,6,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19585,20200331,S08000022,,New Outpatient,AH,,41,,202,,273,,18,,4,,3,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19586,20210331,S08000022,,New Outpatient,AH,,22,,89,,56,,22,,13,,12,,11,,69,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19587,20220331,S08000022,,New Outpatient,AH,,9,,17,,4,,38,,88,,28,,60,,135,,122,,7,,2,,1,,0,,0,,0,,0,,0,,0,
19588,20121231,S08000022,,New Outpatient,AH,,122,,65,,64,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19589,20131231,S08000022,,New Outpatient,AH,,120,,112,,135,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19590,20141231,S08000022,,New Outpatient,AH,,86,,91,,7,,66,,118,,33,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19591,20151231,S08000022,,New Outpatient,AH,,128,,103,,217,,32,,2,,1,,0,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
19592,20161231,S08000022,,New Outpatient,AH,,59,,113,,7,,6,,6,,2,,6,,6,,12,,78,,9,,0,,0,,0,,0,,0,,0,,0,
19593,20171231,S08000022,,New Outpatient,AH,,45,,171,,134,,94,,137,,53,,9,,9,,2,,3,,1,,2,,0,,1,,0,,1,,0,,0,
19594,20181231,S08000022,,New Outpatient,AH,,98,,195,,166,,111,,12,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19595,20191231,S08000022,,New Outpatient,AH,,33,,170,,199,,125,,25,,7,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19596,20201231,S08000022,,New Outpatient,AH,,20,,43,,73,,39,,10,,44,,28,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,
19597,20211231,S08000022,,New Outpatient,AH,,4,,15,,6,,16,,45,,65,,63,,86,,13,,0,,1,,0,,0,,1,,0,,0,,0,,0,
19598,20130630,S08000022,,New Outpatient,AP,,9,,10,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19599,20140630,S08000022,,New Outpatient,AP,,8,,13,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19600,20150630,S08000022,,New Outpatient,AP,,7,,12,,19,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19601,20160630,S08000022,,New Outpatient,AP,,20,,17,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19602,20170630,S08000022,,New Outpatient,AP,,9,,21,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19603,20180630,S08000022,,New Outpatient,AP,,14,,19,,12,,4,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19604,20190630,S08000022,,New Outpatient,AP,,10,,24,,15,,10,,5,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19605,20200630,S08000022,,New Outpatient,AP,,16,,6,,10,,12,,3,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19606,20210630,S08000022,,New Outpatient,AP,,5,,16,,16,,2,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19607,20130930,S08000022,,New Outpatient,AP,,11,,7,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19608,20140930,S08000022,,New Outpatient,AP,,10,,6,,20,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19609,20150930,S08000022,,New Outpatient,AP,,6,,13,,18,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19610,20160930,S08000022,,New Outpatient,AP,,23,,22,,9,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19611,20170930,S08000022,,New Outpatient,AP,,6,,28,,15,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19612,20180930,S08000022,,New Outpatient,AP,,11,,18,,3,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19613,20190930,S08000022,,New Outpatient,AP,,13,,20,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19614,20200930,S08000022,,New Outpatient,AP,,10,,12,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19615,20210930,S08000022,,New Outpatient,AP,,6,,11,,5,,5,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19616,20130331,S08000022,,New Outpatient,AP,,2,,12,,22,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19617,20140331,S08000022,,New Outpatient,AP,,6,,20,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19618,20150331,S08000022,,New Outpatient,AP,,10,,17,,16,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19619,20160331,S08000022,,New Outpatient,AP,,20,,18,,7,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19620,20170331,S08000022,,New Outpatient,AP,,15,,22,,8,,4,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19621,20180331,S08000022,,New Outpatient,AP,,11,,5,,19,,13,,2,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19622,20190331,S08000022,,New Outpatient,AP,,7,,16,,15,,13,,6,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19623,20200331,S08000022,,New Outpatient,AP,,8,,27,,12,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19624,20210331,S08000022,,New Outpatient,AP,,15,,23,,12,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19625,20220331,S08000022,,New Outpatient,AP,,10,,14,,3,,7,,5,,3,,5,,7,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,
19626,20121231,S08000022,,New Outpatient,AP,,11,,6,,17,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19627,20131231,S08000022,,New Outpatient,AP,,7,,13,,17,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19628,20141231,S08000022,,New Outpatient,AP,,10,,24,,11,,3,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19629,20151231,S08000022,,New Outpatient,AP,,17,,16,,12,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19630,20161231,S08000022,,New Outpatient,AP,,15,,23,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19631,20171231,S08000022,,New Outpatient,AP,,9,,10,,25,,8,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19632,20181231,S08000022,,New Outpatient,AP,,7,,11,,15,,8,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19633,20191231,S08000022,,New Outpatient,AP,,19,,15,,2,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,
19634,20201231,S08000022,,New Outpatient,AP,,8,,15,,6,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19635,20211231,S08000022,,New Outpatient,AP,,3,,5,,2,,4,,4,,14,,4,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19636,20130630,S08000022,,New Outpatient,AQ,,144,,73,,103,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19637,20140630,S08000022,,New Outpatient,AQ,,133,,43,,110,,37,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19638,20150630,S08000022,,New Outpatient,AQ,,149,,93,,73,,20,,5,,2,,3,,0,,4,,6,,2,,1,,0,,0,,0,,0,,0,,0,
19639,20160630,S08000022,,New Outpatient,AQ,,131,,70,,57,,56,,12,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19640,20170630,S08000022,,New Outpatient,AQ,,99,,51,,38,,30,,10,,10,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19641,20180630,S08000022,,New Outpatient,AQ,,100,,67,,55,,38,,10,,4,,4,,0,,0,,1,,1,,1,,0,,0,,0,,0,,0,,0,
19642,20190630,S08000022,,New Outpatient,AQ,,108,,59,,32,,76,,22,,10,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19643,20200630,S08000022,,New Outpatient,AQ,,73,,15,,25,,49,,19,,6,,7,,4,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,
19644,20210630,S08000022,,New Outpatient,AQ,,95,,38,,20,,11,,3,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19645,20130930,S08000022,,New Outpatient,AQ,,108,,46,,136,,11,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19646,20140930,S08000022,,New Outpatient,AQ,,102,,49,,81,,50,,14,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19647,20150930,S08000022,,New Outpatient,AQ,,96,,48,,104,,17,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19648,20160930,S08000022,,New Outpatient,AQ,,123,,55,,34,,37,,24,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19649,20170930,S08000022,,New Outpatient,AQ,,94,,34,,30,,51,,18,,13,,12,,3,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,
19650,20180930,S08000022,,New Outpatient,AQ,,108,,34,,22,,35,,33,,11,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19651,20190930,S08000022,,New Outpatient,AQ,,98,,53,,15,,17,,10,,15,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19652,20200930,S08000022,,New Outpatient,AQ,,118,,50,,9,,2,,3,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19653,20210930,S08000022,,New Outpatient,AQ,,83,,30,,29,,18,,11,,8,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
19654,20130331,S08000022,,New Outpatient,AQ,,129,,85,,61,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19655,20140331,S08000022,,New Outpatient,AQ,,123,,46,,103,,6,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19656,20150331,S08000022,,New Outpatient,AQ,,84,,24,,77,,65,,37,,30,,8,,8,,0,,2,,1,,0,,1,,0,,0,,0,,0,,0,
19657,20160331,S08000022,,New Outpatient,AQ,,91,,28,,53,,34,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19658,20170331,S08000022,,New Outpatient,AQ,,114,,58,,47,,49,,58,,33,,30,,13,,6,,1,,2,,0,,0,,0,,0,,0,,0,,0,
19659,20180331,S08000022,,New Outpatient,AQ,,105,,47,,37,,65,,30,,10,,9,,0,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,
19660,20190331,S08000022,,New Outpatient,AQ,,105,,39,,27,,28,,61,,35,,14,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19661,20200331,S08000022,,New Outpatient,AQ,,100,,40,,37,,39,,46,,28,,9,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
19662,20210331,S08000022,,New Outpatient,AQ,,95,,39,,60,,22,,9,,6,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,
19663,20220331,S08000022,,New Outpatient,AQ,,81,,32,,19,,12,,18,,6,,5,,5,,5,,32,,3,,0,,0,,0,,0,,0,,0,,0,
19664,20121231,S08000022,,New Outpatient,AQ,,128,,77,,100,,48,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
