"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20130630","S08000032",,"New Outpatient","AB",,876,,848,,741,,58,,3,,31,,15,
"20140630","S08000032",,"New Outpatient","AB",,851,,817,,697,,53,,0,,45,,22,
"20150630","S08000032",,"New Outpatient","AB",,881,,852,,732,,43,,0,,38,,39,
"20160630","S08000032",,"New Outpatient","AB",,929,,897,,793,,48,,3,,25,,28,
"20170630","S08000032",,"New Outpatient","AB",,926,,872,,794,,33,,3,,12,,30,
"20180630","S08000032",,"New Outpatient","AB",,827,,838,,739,,28,,2,,34,,35,
"20190630","S08000032",,"New Outpatient","AB",,797,,769,,702,,20,,2,,23,,22,
"20200630","S08000032",,"New Outpatient","AB",,276,,280,,220,,24,,1,,11,,24,
"20210630","S08000032",,"New Outpatient","AB",,795,,766,,692,,22,,0,,34,,18,
"20130930","S08000032",,"New Outpatient","AB",,793,,816,,727,,35,,0,,28,,26,
"20140930","S08000032",,"New Outpatient","AB",,885,,864,,764,,40,,1,,27,,32,
"20150930","S08000032",,"New Outpatient","AB",,873,,874,,773,,47,,0,,31,,23,
"20160930","S08000032",,"New Outpatient","AB",,886,,905,,796,,48,,6,,22,,33,
"20170930","S08000032",,"New Outpatient","AB",,899,,841,,744,,46,,0,,8,,43,
"20180930","S08000032",,"New Outpatient","AB",,741,,712,,632,,29,,1,,23,,27,
"20190930","S08000032",,"New Outpatient","AB",,876,,832,,751,,33,,0,,25,,23,
"20200930","S08000032",,"New Outpatient","AB",,512,,397,,355,,7,,0,,23,,12,
"20210930","S08000032",,"New Outpatient","AB",,850,,742,,658,,19,,1,,25,,39,
"20130331","S08000032",,"New Outpatient","AB",,782,,803,,706,,48,,1,,28,,20,
"20140331","S08000032",,"New Outpatient","AB",,831,,860,,759,,51,,3,,22,,25,
"20150331","S08000032",,"New Outpatient","AB",,831,,856,,746,,43,,3,,34,,30,
"20160331","S08000032",,"New Outpatient","AB",,886,,907,,795,,48,,2,,36,,26,
"20170331","S08000032",,"New Outpatient","AB",,905,,915,,819,,50,,2,,26,,18,
"20180331","S08000032",,"New Outpatient","AB",,900,,899,,761,,47,,3,,33,,55,
"20190331","S08000032",,"New Outpatient","AB",,738,,751,,680,,24,,0,,30,,17,
"20200331","S08000032",,"New Outpatient","AB",,698,,754,,675,,32,,0,,24,,23,
"20210331","S08000032",,"New Outpatient","AB",,676,,668,,598,,32,,7,,21,,10,
"20220331","S08000032",,"New Outpatient","AB",,755,,759,,693,,19,,1,,15,,31,
"20121231","S08000032",,"New Outpatient","AB",,809,,792,,696,,55,,0,,26,,15,
"20131231","S08000032",,"New Outpatient","AB",,741,,734,,641,,44,,2,,22,,25,
"20141231","S08000032",,"New Outpatient","AB",,849,,853,,758,,43,,0,,27,,25,
"20151231","S08000032",,"New Outpatient","AB",,851,,830,,739,,38,,2,,20,,31,
"20161231","S08000032",,"New Outpatient","AB",,869,,890,,788,,48,,0,,25,,29,
"20171231","S08000032",,"New Outpatient","AB",,827,,880,,772,,46,,0,,16,,46,
"20181231","S08000032",,"New Outpatient","AB",,762,,819,,741,,32,,1,,29,,16,
"20191231","S08000032",,"New Outpatient","AB",,781,,848,,775,,34,,2,,17,,20,
"20201231","S08000032",,"New Outpatient","AB",,686,,779,,662,,33,,0,,50,,34,
"20211231","S08000032",,"New Outpatient","AB",,820,,843,,744,,34,,3,,25,,37,
"20130630","S08000032",,"New Outpatient","F2",,3014,,2784,,2388,,172,,6,,117,,101,
"20140630","S08000032",,"New Outpatient","F2",,3179,,3092,,2683,,191,,9,,126,,83,
"20150630","S08000032",,"New Outpatient","F2",,2762,,2837,,2477,,186,,6,,101,,67,
"20160630","S08000032",,"New Outpatient","F2",,3124,,2933,,2510,,200,,3,,152,,68,
"20170630","S08000032",,"New Outpatient","F2",,2869,,2870,,2488,,193,,3,,126,,60,
"20180630","S08000032",,"New Outpatient","F2",,3149,,3150,,2671,,266,,2,,95,,116,
"20190630","S08000032",,"New Outpatient","F2",,3111,,3404,,3002,,226,,0,,102,,74,
"20200630","S08000032",,"New Outpatient","F2",,1226,,907,,702,,33,,1,,101,,70,
"20210630","S08000032",,"New Outpatient","F2",,2732,,2675,,2408,,138,,0,,81,,48,
"20130930","S08000032",,"New Outpatient","F2",,2855,,3015,,2599,,195,,7,,130,,84,
"20140930","S08000032",,"New Outpatient","F2",,3198,,3298,,2838,,220,,5,,131,,104,
"20150930","S08000032",,"New Outpatient","F2",,2719,,2551,,2196,,208,,2,,104,,41,
"20160930","S08000032",,"New Outpatient","F2",,2870,,3158,,2737,,237,,5,,122,,57,
"20170930","S08000032",,"New Outpatient","F2",,2916,,3049,,2594,,199,,5,,153,,98,
"20180930","S08000032",,"New Outpatient","F2",,3006,,3171,,2717,,256,,5,,101,,92,
"20190930","S08000032",,"New Outpatient","F2",,3197,,3232,,2830,,227,,4,,124,,47,
"20200930","S08000032",,"New Outpatient","F2",,2530,,1870,,1218,,53,,0,,415,,184,
"20210930","S08000032",,"New Outpatient","F2",,2744,,2493,,2250,,131,,2,,79,,31,
"20130331","S08000032",,"New Outpatient","F2",,2706,,2610,,2187,,173,,29,,88,,133,
"20140331","S08000032",,"New Outpatient","F2",,3345,,3000,,2639,,151,,12,,104,,94,
"20150331","S08000032",,"New Outpatient","F2",,3210,,3197,,2777,,190,,4,,125,,101,
"20160331","S08000032",,"New Outpatient","F2",,2852,,2656,,2302,,192,,0,,101,,61,
"20170331","S08000032",,"New Outpatient","F2",,3063,,2883,,2510,,199,,0,,103,,71,
"20180331","S08000032",,"New Outpatient","F2",,3082,,3008,,2559,,240,,3,,130,,76,
"20190331","S08000032",,"New Outpatient","F2",,3369,,2881,,2494,,214,,0,,96,,77,
"20200331","S08000032",,"New Outpatient","F2",,2789,,2718,,2413,,122,,1,,113,,69,
"20210331","S08000032",,"New Outpatient","F2",,2592,,3117,,2795,,159,,2,,102,,59,
"20220331","S08000032",,"New Outpatient","F2",,2872,,2434,,2137,,139,,1,,112,,45,
"20121231","S08000032",,"New Outpatient","F2",,2641,,2939,,2397,,223,,18,,135,,166,
"20131231","S08000032",,"New Outpatient","F2",,2923,,3088,,2661,,217,,8,,111,,91,
"20141231","S08000032",,"New Outpatient","F2",,3004,,3110,,2643,,250,,16,,107,,94,
"20151231","S08000032",,"New Outpatient","F2",,2695,,2986,,2552,,241,,2,,104,,87,
"20161231","S08000032",,"New Outpatient","F2",,2920,,2872,,2493,,204,,1,,107,,67,
"20171231","S08000032",,"New Outpatient","F2",,3074,,2919,,2466,,238,,7,,101,,107,
"20181231","S08000032",,"New Outpatient","F2",,3025,,3299,,2840,,252,,4,,120,,83,
"20191231","S08000032",,"New Outpatient","F2",,2885,,3057,,2715,,162,,10,,116,,54,
"20201231","S08000032",,"New Outpatient","F2",,2712,,3372,,2893,,231,,2,,129,,117,
"20211231","S08000032",,"New Outpatient","F2",,2689,,2567,,2292,,145,,2,,71,,57,
"20130630","S08000032",,"New Outpatient","J4",,344,,352,,287,,19,,0,,17,,29,
"20140630","S08000032",,"New Outpatient","J4",,399,,342,,274,,10,,1,,31,,26,
"20150630","S08000032",,"New Outpatient","J4",,410,,392,,297,,16,,0,,28,,51,
"20160630","S08000032",,"New Outpatient","J4",,416,,363,,314,,11,,0,,22,,16,
"20170630","S08000032",,"New Outpatient","J4",,350,,397,,342,,8,,0,,32,,15,
"20180630","S08000032",,"New Outpatient","J4",,370,,389,,334,,12,,1,,14,,28,
"20190630","S08000032",,"New Outpatient","J4",,425,,367,,318,,9,,0,,12,,28,
"20200630","S08000032",,"New Outpatient","J4",,173,,286,,252,,4,,2,,4,,24,
"20210630","S08000032",,"New Outpatient","J4",,377,,313,,282,,2,,0,,6,,23,
"20130930","S08000032",,"New Outpatient","J4",,385,,322,,271,,9,,0,,25,,17,
"20140930","S08000032",,"New Outpatient","J4",,397,,390,,302,,13,,0,,24,,51,
"20150930","S08000032",,"New Outpatient","J4",,411,,423,,319,,28,,0,,30,,46,
"20160930","S08000032",,"New Outpatient","J4",,394,,317,,263,,13,,1,,21,,19,
"20170930","S08000032",,"New Outpatient","J4",,359,,308,,252,,9,,1,,3,,43,
"20180930","S08000032",,"New Outpatient","J4",,352,,366,,333,,8,,1,,12,,12,
"20190930","S08000032",,"New Outpatient","J4",,389,,349,,290,,13,,0,,18,,28,
"20200930","S08000032",,"New Outpatient","J4",,269,,319,,273,,12,,0,,14,,20,
"20210930","S08000032",,"New Outpatient","J4",,371,,304,,269,,5,,0,,15,,15,
"20130331","S08000032",,"New Outpatient","J4",,363,,347,,294,,17,,1,,16,,19,
"20140331","S08000032",,"New Outpatient","J4",,356,,424,,340,,15,,0,,27,,42,
"20150331","S08000032",,"New Outpatient","J4",,420,,380,,306,,8,,0,,31,,35,
"20160331","S08000032",,"New Outpatient","J4",,406,,444,,343,,33,,0,,37,,31,
"20170331","S08000032",,"New Outpatient","J4",,414,,524,,448,,20,,1,,28,,27,
"20180331","S08000032",,"New Outpatient","J4",,317,,384,,344,,15,,0,,8,,17,
"20190331","S08000032",,"New Outpatient","J4",,349,,375,,340,,14,,2,,6,,13,
"20200331","S08000032",,"New Outpatient","J4",,351,,314,,262,,12,,2,,13,,25,
"20210331","S08000032",,"New Outpatient","J4",,296,,301,,275,,2,,0,,8,,16,
"20220331","S08000032",,"New Outpatient","J4",,305,,314,,290,,3,,0,,11,,10,
"20121231","S08000032",,"New Outpatient","J4",,333,,391,,342,,17,,1,,14,,17,
"20131231","S08000032",,"New Outpatient","J4",,365,,370,,292,,16,,1,,36,,25,
"20141231","S08000032",,"New Outpatient","J4",,393,,382,,301,,10,,0,,29,,42,
"20151231","S08000032",,"New Outpatient","J4",,393,,430,,329,,35,,1,,33,,32,
"20161231","S08000032",,"New Outpatient","J4",,386,,333,,248,,13,,1,,25,,46,
"20171231","S08000032",,"New Outpatient","J4",,370,,383,,314,,18,,0,,33,,18,
"20181231","S08000032",,"New Outpatient","J4",,367,,354,,302,,16,,1,,19,,16,
"20191231","S08000032",,"New Outpatient","J4",,358,,370,,315,,14,,2,,27,,12,
"20201231","S08000032",,"New Outpatient","J4",,282,,270,,247,,4,,0,,7,,12,
"20211231","S08000032",,"New Outpatient","J4",,384,,329,,293,,1,,0,,13,,22,
"20130630","S08000032",,"New Outpatient","A6",,176,,157,,95,,30,,0,,9,,23,
"20140630","S08000032",,"New Outpatient","A6",,144,,155,,112,,26,,0,,10,,7,
"20150630","S08000032",,"New Outpatient","A6",,151,,154,,117,,30,,0,,5,,2,
"20160630","S08000032",,"New Outpatient","A6",,189,,204,,143,,54,,0,,2,,5,
"20170630","S08000032",,"New Outpatient","A6",,173,,181,,127,,48,,0,,3,,3,
"20180630","S08000032",,"New Outpatient","A6",,198,,206,,158,,39,,2,,3,,4,
"20190630","S08000032",,"New Outpatient","A6",,191,,205,,149,,39,,0,,5,,12,
"20200630","S08000032",,"New Outpatient","A6",,28,,19,,12,,0,,0,,7,,0,
"20210630","S08000032",,"New Outpatient","A6",,72,,87,,66,,6,,0,,11,,4,
"20130930","S08000032",,"New Outpatient","A6",,148,,153,,100,,33,,0,,12,,8,
"20140930","S08000032",,"New Outpatient","A6",,145,,160,,107,,31,,0,,19,,3,
"20150930","S08000032",,"New Outpatient","A6",,140,,145,,101,,28,,1,,10,,5,
"20160930","S08000032",,"New Outpatient","A6",,200,,190,,134,,49,,0,,5,,2,
"20170930","S08000032",,"New Outpatient","A6",,245,,216,,144,,62,,1,,2,,7,
"20180930","S08000032",,"New Outpatient","A6",,173,,207,,134,,63,,1,,5,,4,
"20190930","S08000032",,"New Outpatient","A6",,216,,209,,146,,44,,2,,8,,9,
"20200930","S08000032",,"New Outpatient","A6",,57,,43,,23,,6,,3,,3,,8,
"20210930","S08000032",,"New Outpatient","A6",,52,,49,,43,,2,,1,,1,,2,
"20130331","S08000032",,"New Outpatient","A6",,183,,166,,125,,26,,0,,10,,5,
"20140331","S08000032",,"New Outpatient","A6",,184,,190,,138,,32,,1,,14,,5,
"20150331","S08000032",,"New Outpatient","A6",,190,,174,,114,,40,,1,,15,,4,
"20160331","S08000032",,"New Outpatient","A6",,202,,203,,153,,42,,0,,6,,2,
"20170331","S08000032",,"New Outpatient","A6",,210,,183,,136,,41,,0,,2,,4,
"20180331","S08000032",,"New Outpatient","A6",,193,,190,,107,,67,,1,,3,,12,
"20190331","S08000032",,"New Outpatient","A6",,198,,172,,125,,42,,0,,0,,5,
"20200331","S08000032",,"New Outpatient","A6",,159,,197,,124,,57,,3,,2,,11,
"20210331","S08000032",,"New Outpatient","A6",,59,,61,,39,,7,,0,,8,,7,
"20220331","S08000032",,"New Outpatient","A6",,51,,76,,57,,4,,0,,7,,8,
"20121231","S08000032",,"New Outpatient","A6",,147,,163,,118,,28,,0,,12,,5,
"20131231","S08000032",,"New Outpatient","A6",,166,,163,,105,,37,,0,,13,,8,
"20141231","S08000032",,"New Outpatient","A6",,168,,167,,110,,32,,1,,18,,6,
"20151231","S08000032",,"New Outpatient","A6",,151,,144,,107,,31,,0,,3,,3,
"20161231","S08000032",,"New Outpatient","A6",,187,,185,,126,,43,,1,,11,,4,
"20171231","S08000032",,"New Outpatient","A6",,200,,211,,167,,37,,1,,3,,3,
"20181231","S08000032",,"New Outpatient","A6",,192,,202,,142,,47,,1,,6,,6,
"20191231","S08000032",,"New Outpatient","A6",,180,,181,,137,,32,,0,,5,,7,
"20201231","S08000032",,"New Outpatient","A6",,53,,57,,41,,7,,0,,7,,2,
"20211231","S08000032",,"New Outpatient","A6",,50,,45,,34,,4,,0,,5,,2,
"20130630","S08000032",,"New Outpatient","AD",,258,,264,,245,,1,,0,,4,,14,
"20140630","S08000032",,"New Outpatient","AD",,266,,245,,211,,0,,0,,18,,16,
"20150630","S08000032",,"New Outpatient","AD",,122,,113,,103,,1,,1,,1,,7,
"20160630","S08000032",,"New Outpatient","AD",,109,,114,,109,,0,,0,,1,,4,
"20170630","S08000032",,"New Outpatient","AD",,218,,195,,180,,1,,0,,4,,10,
"20180630","S08000032",,"New Outpatient","AD",,153,,150,,143,,1,,1,,1,,4,
"20190630","S08000032",,"New Outpatient","AD",,189,,178,,165,,0,,0,,4,,9,
"20200630","S08000032",,"New Outpatient","AD",,155,,179,,171,,0,,0,,4,,4,
"20210630","S08000032",,"New Outpatient","AD",,186,,189,,177,,0,,0,,3,,9,
"20130930","S08000032",,"New Outpatient","AD",,253,,253,,227,,0,,1,,7,,18,
"20140930","S08000032",,"New Outpatient","AD",,184,,208,,190,,1,,0,,5,,12,
"20150930","S08000032",,"New Outpatient","AD",,84,,96,,89,,1,,0,,1,,5,
"20160930","S08000032",,"New Outpatient","AD",,168,,170,,160,,0,,0,,3,,7,
"20170930","S08000032",,"New Outpatient","AD",,164,,195,,185,,0,,1,,3,,6,
"20180930","S08000032",,"New Outpatient","AD",,102,,114,,110,,0,,1,,0,,3,
"20190930","S08000032",,"New Outpatient","AD",,187,,180,,176,,0,,0,,1,,3,
"20200930","S08000032",,"New Outpatient","AD",,157,,150,,135,,0,,2,,3,,10,
"20210930","S08000032",,"New Outpatient","AD",,162,,187,,182,,0,,0,,1,,4,
"20130331","S08000032",,"New Outpatient","AD",,254,,247,,223,,0,,0,,14,,10,
"20140331","S08000032",,"New Outpatient","AD",,234,,251,,225,,3,,1,,12,,10,
"20150331","S08000032",,"New Outpatient","AD",,122,,134,,119,,0,,0,,2,,13,
"20160331","S08000032",,"New Outpatient","AD",,123,,116,,109,,0,,0,,3,,4,
"20170331","S08000032",,"New Outpatient","AD",,212,,212,,198,,0,,0,,3,,11,
"20180331","S08000032",,"New Outpatient","AD",,151,,157,,148,,1,,2,,0,,6,
"20190331","S08000032",,"New Outpatient","AD",,160,,155,,140,,0,,1,,3,,11,
"20200331","S08000032",,"New Outpatient","AD",,194,,189,,171,,0,,3,,6,,9,
"20210331","S08000032",,"New Outpatient","AD",,210,,212,,201,,1,,0,,2,,8,
"20220331","S08000032",,"New Outpatient","AD",,208,,205,,193,,0,,0,,5,,7,
"20121231","S08000032",,"New Outpatient","AD",,251,,248,,226,,2,,0,,10,,10,
"20131231","S08000032",,"New Outpatient","AD",,277,,269,,239,,1,,1,,11,,17,
"20141231","S08000032",,"New Outpatient","AD",,146,,136,,120,,0,,0,,6,,10,
"20151231","S08000032",,"New Outpatient","AD",,114,,103,,99,,0,,0,,1,,3,
"20161231","S08000032",,"New Outpatient","AD",,233,,214,,203,,0,,0,,2,,9,
"20171231","S08000032",,"New Outpatient","AD",,163,,173,,160,,0,,1,,5,,7,
"20181231","S08000032",,"New Outpatient","AD",,163,,153,,142,,1,,0,,2,,8,
"20191231","S08000032",,"New Outpatient","AD",,194,,203,,184,,1,,0,,4,,14,
"20201231","S08000032",,"New Outpatient","AD",,165,,146,,136,,0,,2,,2,,6,
"20211231","S08000032",,"New Outpatient","AD",,185,,163,,151,,0,,0,,2,,10,
"20130630","S08000032",,"New Outpatient","AH",,835,,711,,598,,67,,3,,39,,4,
"20140630","S08000032",,"New Outpatient","AH",,856,,937,,763,,104,,3,,35,,32,
"20150630","S08000032",,"New Outpatient","AH",,930,,817,,670,,103,,2,,19,,23,
"20160630","S08000032",,"New Outpatient","AH",,1207,,914,,747,,106,,2,,29,,30,
"20170630","S08000032",,"New Outpatient","AH",,1142,,1020,,814,,136,,3,,35,,32,
"20180630","S08000032",,"New Outpatient","AH",,1324,,901,,718,,105,,3,,26,,49,
"20190630","S08000032",,"New Outpatient","AH",,1285,,739,,585,,66,,0,,55,,33,
"20200630","S08000032",,"New Outpatient","AH",,684,,469,,301,,37,,4,,85,,42,
"20210630","S08000032",,"New Outpatient","AH",,1283,,938,,678,,82,,3,,94,,81,
"20130930","S08000032",,"New Outpatient","AH",,817,,771,,617,,97,,1,,44,,12,
"20140930","S08000032",,"New Outpatient","AH",,936,,893,,738,,99,,3,,27,,26,
"20150930","S08000032",,"New Outpatient","AH",,963,,917,,736,,129,,2,,31,,19,
"20160930","S08000032",,"New Outpatient","AH",,1078,,914,,715,,96,,2,,73,,28,
"20170930","S08000032",,"New Outpatient","AH",,1065,,1136,,898,,140,,0,,46,,52,
"20180930","S08000032",,"New Outpatient","AH",,1301,,1307,,1044,,158,,6,,50,,49,
"20190930","S08000032",,"New Outpatient","AH",,1269,,1780,,1345,,230,,12,,102,,91,
"20200930","S08000032",,"New Outpatient","AH",,1060,,609,,263,,41,,2,,228,,75,
"20210930","S08000032",,"New Outpatient","AH",,1156,,1309,,1034,,145,,3,,39,,88,
"20130331","S08000032",,"New Outpatient","AH",,728,,841,,673,,116,,6,,43,,3,
"20140331","S08000032",,"New Outpatient","AH",,889,,963,,701,,164,,5,,49,,44,
"20150331","S08000032",,"New Outpatient","AH",,867,,865,,715,,111,,1,,23,,15,
"20160331","S08000032",,"New Outpatient","AH",,1085,,1148,,925,,146,,2,,35,,40,
"20170331","S08000032",,"New Outpatient","AH",,1082,,1441,,1146,,186,,1,,66,,42,
"20180331","S08000032",,"New Outpatient","AH",,1222,,1054,,881,,130,,0,,21,,22,
"20190331","S08000032",,"New Outpatient","AH",,1363,,994,,833,,101,,0,,33,,27,
"20200331","S08000032",,"New Outpatient","AH",,1210,,878,,627,,82,,2,,75,,92,
"20210331","S08000032",,"New Outpatient","AH",,1066,,985,,652,,78,,7,,147,,101,
"20220331","S08000032",,"New Outpatient","AH",,920,,1380,,1098,,164,,2,,68,,48,
"20121231","S08000032",,"New Outpatient","AH",,706,,818,,656,,94,,6,,55,,7,
"20131231","S08000032",,"New Outpatient","AH",,877,,752,,566,,81,,0,,82,,23,
"20141231","S08000032",,"New Outpatient","AH",,859,,859,,707,,104,,1,,29,,18,
"20151231","S08000032",,"New Outpatient","AH",,933,,966,,746,,157,,1,,32,,30,
"20161231","S08000032",,"New Outpatient","AH",,1016,,803,,652,,66,,3,,31,,51,
"20171231","S08000032",,"New Outpatient","AH",,1120,,1877,,1538,,262,,2,,47,,28,
"20181231","S08000032",,"New Outpatient","AH",,1289,,1228,,1022,,139,,2,,24,,41,
"20191231","S08000032",,"New Outpatient","AH",,1362,,1676,,1393,,167,,3,,89,,24,
"20201231","S08000032",,"New Outpatient","AH",,1096,,1099,,756,,81,,4,,189,,69,
"20211231","S08000032",,"New Outpatient","AH",,1012,,1363,,996,,191,,5,,59,,112,
"20130630","S08000032",,"New Outpatient","C7",,3850,,3696,,3352,,134,,4,,108,,98,
"20140630","S08000032",,"New Outpatient","C7",,3597,,3769,,3321,,193,,3,,156,,96,
"20150630","S08000032",,"New Outpatient","C7",,4091,,3870,,3440,,204,,6,,110,,110,
"20160630","S08000032",,"New Outpatient","C7",,3780,,3161,,2760,,120,,5,,116,,160,
"20170630","S08000032",,"New Outpatient","C7",,4162,,3391,,2903,,195,,4,,124,,165,
"20180630","S08000032",,"New Outpatient","C7",,4185,,3543,,3126,,191,,6,,107,,113,
"20190630","S08000032",,"New Outpatient","C7",,4075,,4086,,3568,,224,,4,,232,,58,
"20200630","S08000032",,"New Outpatient","C7",,714,,678,,564,,6,,1,,53,,54,
"20210630","S08000032",,"New Outpatient","C7",,3809,,2889,,2498,,71,,4,,210,,106,
"20130930","S08000032",,"New Outpatient","C7",,3712,,3713,,3364,,137,,9,,129,,74,
"20140930","S08000032",,"New Outpatient","C7",,3662,,3635,,3230,,180,,8,,119,,98,
"20150930","S08000032",,"New Outpatient","C7",,4017,,3551,,3068,,187,,5,,175,,116,
"20160930","S08000032",,"New Outpatient","C7",,3370,,2703,,2311,,86,,4,,127,,175,
"20170930","S08000032",,"New Outpatient","C7",,4107,,4106,,3536,,227,,4,,218,,121,
"20180930","S08000032",,"New Outpatient","C7",,3792,,4040,,3538,,209,,6,,163,,124,
"20190930","S08000032",,"New Outpatient","C7",,3997,,4282,,3801,,231,,6,,178,,66,
"20200930","S08000032",,"New Outpatient","C7",,2582,,1230,,953,,16,,2,,220,,39,
"20210930","S08000032",,"New Outpatient","C7",,3794,,3527,,2948,,113,,11,,348,,107,
"20130331","S08000032",,"New Outpatient","C7",,3461,,3287,,2972,,141,,0,,101,,73,
"20140331","S08000032",,"New Outpatient","C7",,3835,,3779,,3405,,153,,8,,131,,82,
"20150331","S08000032",,"New Outpatient","C7",,3878,,3708,,3265,,207,,6,,130,,100,
"20160331","S08000032",,"New Outpatient","C7",,3867,,3893,,3471,,153,,8,,138,,123,
"20170331","S08000032",,"New Outpatient","C7",,3643,,5131,,4372,,260,,6,,276,,217,
"20180331","S08000032",,"New Outpatient","C7",,3873,,4780,,4154,,309,,2,,185,,130,
"20190331","S08000032",,"New Outpatient","C7",,4057,,4111,,3603,,188,,8,,227,,85,
"20200331","S08000032",,"New Outpatient","C7",,3546,,3206,,2860,,117,,5,,164,,60,
"20210331","S08000032",,"New Outpatient","C7",,3039,,2144,,1731,,65,,4,,200,,144,
"20220331","S08000032",,"New Outpatient","C7",,3389,,3683,,3117,,167,,11,,284,,104,
"20121231","S08000032",,"New Outpatient","C7",,3473,,3875,,3509,,183,,2,,105,,76,
"20131231","S08000032",,"New Outpatient","C7",,3602,,3719,,3330,,194,,5,,118,,72,
"20141231","S08000032",,"New Outpatient","C7",,3666,,3619,,3246,,163,,1,,122,,87,
"20151231","S08000032",,"New Outpatient","C7",,3822,,3698,,3173,,162,,3,,179,,181,
"20161231","S08000032",,"New Outpatient","C7",,3676,,3559,,3017,,110,,7,,256,,169,
"20171231","S08000032",,"New Outpatient","C7",,3939,,4201,,3546,,320,,7,,152,,176,
"20181231","S08000032",,"New Outpatient","C7",,3649,,3628,,3193,,169,,5,,150,,111,
"20191231","S08000032",,"New Outpatient","C7",,3797,,4016,,3571,,185,,7,,217,,36,
"20201231","S08000032",,"New Outpatient","C7",,3019,,2297,,2003,,41,,6,,168,,79,
"20211231","S08000032",,"New Outpatient","C7",,3616,,3551,,2995,,157,,2,,291,,106,
"20130630","S08000032",,"New Outpatient","C13",,1076,,1117,,917,,137,,0,,52,,11,
"20140630","S08000032",,"New Outpatient","C13",,1025,,875,,718,,97,,1,,50,,9,
"20150630","S08000032",,"New Outpatient","C13",,1170,,1057,,850,,131,,1,,64,,11,
"20160630","S08000032",,"New Outpatient","C13",,1284,,1127,,914,,129,,0,,70,,14,
"20170630","S08000032",,"New Outpatient","C13",,1355,,847,,686,,82,,2,,55,,22,
"20180630","S08000032",,"New Outpatient","C13",,1401,,1226,,995,,123,,4,,89,,15,
"20190630","S08000032",,"New Outpatient","C13",,1655,,1417,,1181,,145,,2,,68,,21,
"20200630","S08000032",,"New Outpatient","C13",,277,,162,,116,,5,,0,,31,,10,
"20210630","S08000032",,"New Outpatient","C13",,1194,,1310,,989,,127,,1,,134,,59,
"20130930","S08000032",,"New Outpatient","C13",,1088,,993,,810,,126,,1,,47,,9,
"20140930","S08000032",,"New Outpatient","C13",,1083,,1041,,862,,115,,1,,42,,21,
"20150930","S08000032",,"New Outpatient","C13",,1197,,1173,,923,,144,,1,,87,,18,
"20160930","S08000032",,"New Outpatient","C13",,1105,,948,,761,,94,,0,,67,,26,
"20170930","S08000032",,"New Outpatient","C13",,1216,,981,,766,,96,,1,,92,,26,
"20180930","S08000032",,"New Outpatient","C13",,1290,,2031,,1719,,205,,3,,92,,12,
"20190930","S08000032",,"New Outpatient","C13",,1426,,1592,,1307,,151,,2,,108,,24,
"20200930","S08000032",,"New Outpatient","C13",,901,,649,,367,,9,,0,,256,,17,
"20210930","S08000032",,"New Outpatient","C13",,934,,1671,,1341,,194,,8,,93,,35,
"20130331","S08000032",,"New Outpatient","C13",,996,,1013,,828,,126,,0,,47,,12,
"20140331","S08000032",,"New Outpatient","C13",,1021,,1115,,899,,148,,5,,57,,6,
"20150331","S08000032",,"New Outpatient","C13",,1156,,1215,,989,,129,,3,,75,,19,
"20160331","S08000032",,"New Outpatient","C13",,1212,,1320,,1092,,128,,2,,85,,13,
"20170331","S08000032",,"New Outpatient","C13",,1283,,1143,,915,,100,,1,,109,,18,
"20180331","S08000032",,"New Outpatient","C13",,1207,,2236,,1781,,222,,1,,205,,27,
"20190331","S08000032",,"New Outpatient","C13",,1420,,1578,,1309,,167,,0,,78,,24,
"20200331","S08000032",,"New Outpatient","C13",,1241,,1070,,895,,99,,2,,67,,7,
"20210331","S08000032",,"New Outpatient","C13",,952,,795,,598,,37,,2,,133,,25,
"20220331","S08000032",,"New Outpatient","C13",,1160,,1271,,1039,,146,,8,,54,,24,
"20121231","S08000032",,"New Outpatient","C13",,1073,,910,,768,,87,,2,,40,,13,
"20131231","S08000032",,"New Outpatient","C13",,1049,,1010,,822,,130,,0,,48,,10,
"20141231","S08000032",,"New Outpatient","C13",,1202,,1115,,905,,138,,2,,49,,21,
"20151231","S08000032",,"New Outpatient","C13",,1206,,1230,,1004,,151,,1,,62,,12,
"20161231","S08000032",,"New Outpatient","C13",,1217,,1073,,864,,90,,1,,84,,34,
"20171231","S08000032",,"New Outpatient","C13",,1195,,1341,,1009,,122,,0,,175,,35,
"20181231","S08000032",,"New Outpatient","C13",,1508,,934,,793,,75,,0,,48,,18,
"20191231","S08000032",,"New Outpatient","C13",,1407,,1500,,1254,,150,,0,,77,,19,
"20201231","S08000032",,"New Outpatient","C13",,974,,693,,569,,63,,1,,39,,21,
"20211231","S08000032",,"New Outpatient","C13",,1101,,1277,,1021,,146,,26,,63,,21,
"20130630","S08000032",,"New Outpatient","D5",,201,,180,,166,,9,,0,,5,,0,
"20140630","S08000032",,"New Outpatient","D5",,188,,197,,176,,12,,0,,5,,4,
