"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberWaiting","NumberWaitingQF","Available","AvailableQF","Unavailable","UnavailableQF","MedicalTotal","MedicalTotalQF","MedicalOtherMedicalCondition","MedicalOtherMedicalConditionQF","MedicalIndefinitelyUnavailable","MedicalIndefinitelyUnavailableQF","MedicalOther","MedicalOtherQF","PatientAdvisedTotal","PatientAdvisedTotalQF","PatientAdvisedHoliday","PatientAdvisedHolidayQF","PatientAdvisedPersonalCommitment","PatientAdvisedPersonalCommitmentQF","PatientAdvisedWorkCommitment","PatientAdvisedWorkCommitmentQF","PatientAdvisedCarerCommitment","PatientAdvisedCarerCommitmentQF","PatientAdvisedAcademicCommitment","PatientAdvisedAcademicCommitmentQF","PatientAdvisedJuryDuty","PatientAdvisedJuryDutyQF","PatientAdvisedWeather","PatientAdvisedWeatherQF","PatientAdvisedIndefinitelyUnavailable","PatientAdvisedIndefinitelyUnavailableQF","PatientAdvisedOther","PatientAdvisedOtherQF","PatientRequestedTotal","PatientRequestedTotalQF","PatientRequestedNamedConsultant","PatientRequestedNamedConsultantQF","PatientRequestedTreatedLocalHealthBoard","PatientRequestedTreatedLocalHealthBoardQF","SuspensionExceptionalCircumstances","SuspensionExceptionalCircumstancesQF","PFBUnavailability","PFBUnavailabilityQF"
"20160331","S08000032",,"New Outpatient","A6",,68,,68,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000032",,"New Outpatient","A6",,53,,53,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000032",,"New Outpatient","A6",,63,,63,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000032",,"New Outpatient","A6",,65,,65,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000032",,"New Outpatient","A6",,92,,90,,2,,0,,0,,0,,0,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000032",,"New Outpatient","A6",,84,,83,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000032",,"New Outpatient","A6",,112,,112,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000032",,"New Outpatient","A6",,101,,101,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000032",,"New Outpatient","A6",,105,,104,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000032",,"New Outpatient","A6",,97,,97,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000032",,"New Outpatient","A6",,63,,63,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000032",,"New Outpatient","A6",,53,,53,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000032",,"New Outpatient","A6",,79,,79,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000032",,"New Outpatient","A6",,65,,63,,2,,1,,1,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000032",,"New Outpatient","A6",,72,,70,,2,,1,,1,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000032",,"New Outpatient","A6",,69,,68,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000032",,"New Outpatient","A6",,33,,32,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000032",,"New Outpatient","A6",,42,,41,,1,,0,,0,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000032",,"New Outpatient","A6",,56,,56,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000032",,"New Outpatient","A6",,52,,51,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000032",,"New Outpatient","A6",,50,,49,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000032",,"New Outpatient","A6",,34,,32,,2,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20210930","S08000032",,"New Outpatient","A6",,38,,37,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000032",,"New Outpatient","A6",,43,,43,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000032",,"New Outpatient","A6",,18,,17,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000032",,"New Outpatient","AD",,27,,26,,1,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000032",,"New Outpatient","AD",,34,,34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000032",,"New Outpatient","AD",,27,,27,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000032",,"New Outpatient","AD",,28,,27,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000032",,"New Outpatient","AD",,35,,35,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000032",,"New Outpatient","AD",,19,,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000032",,"New Outpatient","AD",,40,,40,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000032",,"New Outpatient","AD",,16,,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000032",,"New Outpatient","AD",,26,,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000032",,"New Outpatient","AD",,14,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000032",,"New Outpatient","AD",,23,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000032",,"New Outpatient","AD",,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000032",,"New Outpatient","AD",,22,,20,,2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000032",,"New Outpatient","AD",,29,,29,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000032",,"New Outpatient","AD",,24,,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000032",,"New Outpatient","AD",,22,,21,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000032",,"New Outpatient","AD",,41,,40,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000032",,"New Outpatient","AD",,41,,41,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000032",,"New Outpatient","AD",,63,,63,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000032",,"New Outpatient","AD",,33,,32,,1,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000032",,"New Outpatient","AD",,23,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000032",,"New Outpatient","AD",,17,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000032",,"New Outpatient","AD",,20,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000032",,"New Outpatient","AD",,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000032",,"New Outpatient","AD",,18,,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000032",,"New Outpatient","AD",,23,,23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000032",,"New Outpatient","AD",,34,,34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000032",,"New Outpatient","AD",,41,,41,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000032",,"New Outpatient","AD",,32,,32,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000032",,"New Outpatient","AD",,37,,37,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000032",,"New Outpatient","AD",,13,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000032",,"New Outpatient","AD",,20,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000032",,"New Outpatient","AD",,39,,39,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000032",,"New Outpatient","AD",,37,,37,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000032",,"New Outpatient","AD",,34,,34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000032",,"New Outpatient","AD",,9,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000032",,"New Outpatient","AD",,31,,31,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000032",,"New Outpatient","AD",,34,,34,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000032",,"New Outpatient","AH",,766,,765,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000032",,"New Outpatient","AH",,654,,649,,5,,0,,0,,0,,0,,5,,1,,2,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,
"20130630","S08000032",,"New Outpatient","AH",,779,,755,,24,,2,,2,,0,,0,,21,,9,,1,,1,,0,,0,,0,,0,,0,,10,,1,,0,,1,,0,,0,
"20130930","S08000032",,"New Outpatient","AH",,826,,820,,6,,0,,0,,0,,0,,4,,0,,1,,0,,0,,0,,0,,0,,0,,3,,2,,1,,1,,0,,0,
"20131231","S08000032",,"New Outpatient","AH",,946,,940,,6,,1,,1,,0,,0,,5,,0,,3,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,
"20140331","S08000032",,"New Outpatient","AH",,873,,870,,3,,1,,1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20140630","S08000032",,"New Outpatient","AH",,793,,780,,13,,0,,0,,0,,0,,12,,7,,3,,2,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20140930","S08000032",,"New Outpatient","AH",,838,,833,,5,,0,,0,,0,,0,,5,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000032",,"New Outpatient","AH",,838,,831,,7,,0,,0,,0,,0,,7,,3,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000032",,"New Outpatient","AH",,839,,834,,5,,0,,0,,0,,0,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20150630","S08000032",,"New Outpatient","AH",,952,,933,,19,,0,,0,,0,,0,,18,,15,,0,,3,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20150930","S08000032",,"New Outpatient","AH",,999,,996,,3,,0,,0,,0,,0,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20151231","S08000032",,"New Outpatient","AH",,965,,960,,5,,0,,0,,0,,0,,5,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000032",,"New Outpatient","AH",,903,,897,,6,,0,,0,,0,,0,,5,,3,,2,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20160630","S08000032",,"New Outpatient","AH",,1193,,1176,,17,,0,,0,,0,,0,,15,,11,,3,,1,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20160930","S08000032",,"New Outpatient","AH",,1358,,1342,,16,,0,,0,,0,,0,,13,,9,,3,,1,,0,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20161231","S08000032",,"New Outpatient","AH",,1573,,1567,,6,,0,,0,,0,,0,,6,,0,,4,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000032",,"New Outpatient","AH",,1213,,1198,,15,,0,,0,,0,,0,,9,,2,,6,,1,,0,,0,,0,,0,,0,,0,,6,,0,,6,,0,,0,
"20170630","S08000032",,"New Outpatient","AH",,1336,,1318,,18,,0,,0,,0,,0,,15,,12,,2,,1,,0,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20170930","S08000032",,"New Outpatient","AH",,1264,,1251,,13,,0,,0,,0,,0,,12,,10,,1,,1,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20171231","S08000032",,"New Outpatient","AH",,509,,496,,13,,0,,0,,0,,0,,10,,1,,5,,4,,0,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20180331","S08000032",,"New Outpatient","AH",,674,,669,,5,,0,,0,,0,,0,,5,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000032",,"New Outpatient","AH",,1094,,1077,,17,,1,,1,,0,,0,,12,,7,,4,,1,,0,,0,,0,,0,,0,,0,,4,,0,,4,,0,,0,
"20180930","S08000032",,"New Outpatient","AH",,1094,,1073,,21,,0,,0,,0,,0,,17,,5,,9,,3,,0,,0,,0,,0,,0,,0,,4,,0,,4,,0,,0,
"20181231","S08000032",,"New Outpatient","AH",,1155,,1148,,7,,0,,0,,0,,0,,6,,3,,3,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20190331","S08000032",,"New Outpatient","AH",,1519,,1508,,11,,0,,0,,0,,0,,10,,2,,6,,2,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20190630","S08000032",,"New Outpatient","AH",,2062,,2047,,15,,0,,0,,0,,0,,13,,11,,0,,2,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20190930","S08000032",,"New Outpatient","AH",,1558,,1542,,16,,0,,0,,0,,0,,13,,6,,3,,2,,2,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20191231","S08000032",,"New Outpatient","AH",,1242,,1233,,9,,0,,0,,0,,0,,7,,2,,4,,0,,1,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20200331","S08000032",,"New Outpatient","AH",,1569,,1566,,3,,0,,0,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000032",,"New Outpatient","AH",,1784,,1783,,1,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000032",,"New Outpatient","AH",,2235,,2235,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000032",,"New Outpatient","AH",,2232,,2224,,8,,0,,0,,0,,0,,7,,1,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20210331","S08000032",,"New Outpatient","AH",,2316,,2313,,3,,0,,0,,0,,0,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20210630","S08000032",,"New Outpatient","AH",,2659,,2655,,4,,0,,0,,0,,0,,4,,1,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000032",,"New Outpatient","AH",,2507,,2495,,12,,1,,1,,0,,0,,11,,4,,5,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000032",,"New Outpatient","AH",,2161,,2151,,10,,2,,2,,0,,0,,8,,2,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000032",,"New Outpatient","AH",,1702,,1692,,10,,0,,0,,0,,0,,10,,6,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000032",,"New Outpatient","C7",,2091,,2067,,24,,4,,0,,0,,4,,20,,3,,1,,1,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,
"20130331","S08000032",,"New Outpatient","C7",,2263,,2250,,13,,3,,2,,0,,1,,10,,0,,0,,1,,0,,0,,0,,0,,0,,9,,0,,0,,0,,0,,0,
"20130630","S08000032",,"New Outpatient","C7",,2417,,2363,,54,,3,,1,,0,,2,,50,,4,,0,,1,,0,,0,,0,,0,,0,,45,,1,,0,,1,,0,,0,
"20130930","S08000032",,"New Outpatient","C7",,2414,,2364,,50,,11,,1,,0,,10,,36,,7,,3,,3,,0,,0,,0,,0,,0,,23,,3,,0,,3,,0,,0,
"20131231","S08000032",,"New Outpatient","C7",,2299,,2247,,52,,14,,13,,0,,1,,35,,14,,6,,7,,1,,0,,0,,0,,0,,7,,3,,0,,3,,0,,0,
"20140331","S08000032",,"New Outpatient","C7",,2356,,2326,,30,,3,,3,,0,,0,,21,,5,,13,,2,,1,,0,,0,,0,,0,,0,,6,,1,,5,,0,,0,
"20140630","S08000032",,"New Outpatient","C7",,2181,,2122,,59,,1,,1,,0,,0,,43,,26,,14,,3,,0,,0,,0,,0,,0,,0,,15,,0,,15,,0,,0,
"20140930","S08000032",,"New Outpatient","C7",,2212,,2173,,39,,4,,4,,0,,0,,23,,13,,9,,1,,0,,0,,0,,0,,0,,0,,12,,3,,9,,0,,0,
"20141231","S08000032",,"New Outpatient","C7",,2256,,2187,,69,,5,,5,,0,,0,,39,,18,,19,,2,,0,,0,,0,,0,,0,,0,,25,,4,,21,,0,,0,
"20150331","S08000032",,"New Outpatient","C7",,2426,,2382,,44,,0,,0,,0,,0,,21,,10,,9,,2,,0,,0,,0,,0,,0,,0,,23,,0,,23,,0,,0,
"20150630","S08000032",,"New Outpatient","C7",,2648,,2589,,59,,6,,6,,0,,0,,42,,23,,15,,4,,0,,0,,0,,0,,0,,0,,11,,1,,10,,0,,0,
"20150930","S08000032",,"New Outpatient","C7",,3111,,3049,,62,,1,,1,,0,,0,,44,,20,,23,,1,,0,,0,,0,,0,,0,,0,,17,,2,,15,,0,,0,
"20151231","S08000032",,"New Outpatient","C7",,3234,,3177,,57,,2,,2,,0,,0,,42,,14,,24,,3,,1,,0,,0,,0,,0,,0,,13,,4,,9,,0,,0,
"20160331","S08000032",,"New Outpatient","C7",,3209,,3167,,42,,1,,1,,0,,0,,29,,12,,14,,3,,0,,0,,0,,0,,0,,0,,12,,0,,12,,0,,0,
"20160630","S08000032",,"New Outpatient","C7",,3825,,3785,,40,,0,,0,,0,,0,,34,,20,,8,,6,,0,,0,,0,,0,,0,,0,,6,,0,,6,,0,,0,
"20160930","S08000032",,"New Outpatient","C7",,4492,,4459,,33,,1,,1,,0,,0,,30,,22,,7,,1,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20161231","S08000032",,"New Outpatient","C7",,4609,,4552,,57,,1,,1,,0,,0,,51,,18,,23,,10,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,
"20170331","S08000032",,"New Outpatient","C7",,3124,,3082,,42,,6,,6,,0,,0,,35,,10,,20,,5,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
"20170630","S08000032",,"New Outpatient","C7",,3896,,3858,,38,,3,,3,,0,,0,,35,,22,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000032",,"New Outpatient","C7",,3896,,3848,,48,,1,,1,,0,,0,,43,,28,,15,,0,,0,,0,,0,,0,,0,,0,,4,,1,,3,,0,,0,
"20171231","S08000032",,"New Outpatient","C7",,3639,,3603,,36,,6,,6,,0,,0,,24,,7,,16,,1,,0,,0,,0,,0,,0,,0,,6,,3,,3,,0,,0,
"20180331","S08000032",,"New Outpatient","C7",,2728,,2693,,35,,3,,3,,0,,0,,26,,15,,8,,3,,0,,0,,0,,0,,0,,0,,6,,1,,5,,0,,0,
"20180630","S08000032",,"New Outpatient","C7",,3370,,3296,,74,,6,,6,,0,,0,,66,,49,,16,,1,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20180930","S08000032",,"New Outpatient","C7",,3122,,3081,,41,,1,,1,,0,,0,,38,,21,,15,,1,,1,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20181231","S08000032",,"New Outpatient","C7",,3142,,3105,,37,,3,,3,,0,,0,,29,,18,,9,,2,,0,,0,,0,,0,,0,,0,,5,,0,,5,,0,,0,
"20190331","S08000032",,"New Outpatient","C7",,3092,,3046,,46,,2,,2,,0,,0,,42,,20,,18,,4,,0,,0,,0,,0,,0,,0,,2,,0,,2,,0,,0,
"20190630","S08000032",,"New Outpatient","C7",,3079,,3001,,78,,7,,7,,0,,0,,68,,44,,20,,4,,0,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20190930","S08000032",,"New Outpatient","C7",,2794,,2734,,60,,4,,4,,0,,0,,51,,33,,17,,1,,0,,0,,0,,0,,0,,0,,5,,1,,4,,0,,0,
"20191231","S08000032",,"New Outpatient","C7",,2574,,2533,,41,,2,,2,,0,,0,,36,,15,,19,,2,,0,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20200331","S08000032",,"New Outpatient","C7",,2905,,2878,,27,,1,,1,,0,,0,,23,,4,,17,,1,,1,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20200630","S08000032",,"New Outpatient","C7",,2939,,2938,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20200930","S08000032",,"New Outpatient","C7",,4288,,4286,,2,,0,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20201231","S08000032",,"New Outpatient","C7",,5007,,4965,,42,,10,,10,,0,,0,,29,,0,,27,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
"20210331","S08000032",,"New Outpatient","C7",,5905,,5878,,27,,6,,6,,0,,0,,12,,0,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,,0,
"20210630","S08000032",,"New Outpatient","C7",,6828,,6806,,22,,9,,9,,0,,0,,13,,5,,6,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000032",,"New Outpatient","C7",,7101,,7071,,30,,7,,7,,0,,0,,23,,8,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000032",,"New Outpatient","C7",,7168,,7131,,37,,8,,8,,0,,0,,29,,3,,26,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000032",,"New Outpatient","C7",,6881,,6835,,46,,3,,3,,0,,0,,43,,11,,27,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000032",,"New Outpatient","C13",,669,,655,,14,,1,,0,,0,,1,,13,,0,,1,,0,,0,,0,,0,,0,,0,,12,,0,,0,,0,,0,,0,
"20130331","S08000032",,"New Outpatient","C13",,652,,646,,6,,0,,0,,0,,0,,6,,0,,0,,0,,0,,0,,0,,0,,0,,6,,0,,0,,0,,0,,0,
"20130630","S08000032",,"New Outpatient","C13",,610,,594,,16,,0,,0,,0,,0,,16,,1,,0,,0,,0,,0,,0,,0,,0,,15,,0,,0,,0,,0,,0,
"20130930","S08000032",,"New Outpatient","C13",,706,,692,,14,,3,,0,,0,,3,,11,,2,,0,,1,,1,,0,,0,,0,,0,,7,,0,,0,,0,,0,,0,
"20131231","S08000032",,"New Outpatient","C13",,743,,733,,10,,1,,1,,0,,0,,8,,5,,0,,2,,0,,0,,0,,0,,0,,1,,1,,0,,1,,0,,0,
"20140331","S08000032",,"New Outpatient","C13",,650,,641,,9,,0,,0,,0,,0,,9,,2,,5,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000032",,"New Outpatient","C13",,800,,780,,20,,0,,0,,0,,0,,17,,11,,4,,2,,0,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20140930","S08000032",,"New Outpatient","C13",,843,,835,,8,,1,,1,,0,,0,,6,,2,,2,,2,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20141231","S08000032",,"New Outpatient","C13",,928,,916,,12,,0,,0,,0,,0,,11,,3,,7,,1,,0,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
