FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2014/15,"",S08000032,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",100,"",4,"",0.010958904109589041,"",4,""
2014/15,"",S08000032,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",68,"",55.7,"",24638,"",37.57534246575342,"",13715,""
2014/15,"",S08000032,"",AG,"",Renal Medicine,"",Medical Grouping,"",16,"",88,"",5793,"",13.961643835616439,"",5096,""
2014/15,"",S08000032,"",AH,"",Neurology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2014/15,"",S08000032,"",AM,"",Palliative Medicine,"",Medical Grouping,"",48,e,81.6,e,17589,e,39.31506849315068,e,14350,e
2014/15,"",S08000032,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",1,"",100,"",498,"",1.3643835616438356,"",498,""
2014/15,"",S08000032,"",AR,"",Rheumatology,"",Medical Grouping,"",2,"",67.1,"",566,"",1.0410958904109588,"",380,""
2014/15,"",S08000032,"",C1,"",General Surgery,"",Surgery Grouping,"",217,"",85.2,"",79311,"",185.1123287671233,"",67566,""
2014/15,"",S08000032,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",5,"",84.1,"",1653,"",3.808219178082192,"",1390,""
2014/15,"",S08000032,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",4,"",22.6,"",1564,"",0.9698630136986301,"",354,""
2014/15,"",S08000032,"",C3,"",Anaesthetics,"",Surgery Grouping,"",14,"",30.4,"",5147,"",4.2904109589041095,"",1566,""
2014/15,"",S08000032,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",21,"",65.9,"",7544,"",13.624657534246575,"",4973,""
2014/15,"",S08000032,"",C7,"",Ophthalmology,"",Surgery Grouping,"",1,"",100,"",334,"",0.915068493150685,"",334,""
2014/15,"",S08000032,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",155,"",84.5,"",56701,"",131.27671232876713,"",47916,""
2014/15,"",S08000032,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2014/15,"",S08000032,"",CB,"",Urology,"",Surgery Grouping,"",32,"",84.4,"",11633,"",26.887671232876713,"",9814,""
2014/15,"",S08000032,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2014/15,"",S08000032,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",29,"",81.2,"",10481,"",23.306849315068494,"",8507,""
2014/15,"",S08000032,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",13,"",87.3,"",4866,"",11.638356164383561,"",4248,""
2014/15,"",S08000032,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",61,"",70.2,"",22248,"",42.80821917808219,"",15625,""
2014/15,"",S08000032,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",129,"",93.5,"",47180,"",120.9068493150685,"",44131,""
2014/15,"",S08000032,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",0,"",100,"",23,"",0.06301369863013699,"",23,""
2014/15,"",S08000032,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",15,"",96.5,"",5444,"",14.389041095890411,"",5252,""
2014/15,"",S08000032,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",293,"",64.3,"",106841,"",188.18904109589042,"",68689,""
2014/15,"",S08000032,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",12,"",84.8,"",4380,"",10.172602739726027,"",3713,""
2014/15,"",S08000032,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",293,"",79.5,"",106849,"",232.85753424657534,"",84993,""
2014/15,"",S08000032,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",77,"",0.21095890410958903,"",77,""
2014/15,"",S08000032,"",J4,"",Haematology,"",Medical Grouping,"",15,"",99.2,"",5489,"",14.915068493150685,"",5444,""
2014/15,"",S08000032,"",,z,All Acute Specialties,d,All Acute Specialties,d,1411,"",89.5,"",515034,"",1262.9808219178083,"",460988,""
2014/15,"",S08000032,"",,z,All Specialties,d,All Specialties,d,2328,"",83.6,"",849552,"",1945.868493150685,"",710242,""
2014/15,"",S08000032,"",,z,Community Grouping,d,Community Grouping,"",29,"",81.2,"",10481,"",23.306849315068494,"",8507,""
2014/15,"",S08000032,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2014/15,"",S08000032,"",,z,Emergency Grouping,d,Emergency Grouping,"",4,"",22.6,"",1564,"",0.9698630136986301,"",354,""
2014/15,"",S08000032,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",12,"",84.8,"",4380,"",10.172602739726027,"",3713,""
2014/15,"",S08000032,"",,z,Medical Grouping,d,Medical Grouping,"",966,"",92.8,"",352711,"",897.0657534246575,"",327429,""
2014/15,"",S08000032,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",437,"",74,"",159488,"",323.54794520547944,"",118095,""
2014/15,"",S08000032,"",,z,Other Grouping,d,Other Grouping,"",293,"",79.5,"",106849,"",232.85753424657534,"",84993,""
2014/15,"",S08000032,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",68,"",55.7,"",24639,"",37.57808219178082,"",13716,""
2014/15,"",S08000032,"",,z,Surgery Grouping,d,Surgery Grouping,"",445,"",82.3,"",162323,"",365.91506849315067,"",133559,""
2014/15,"",S08000032,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",74,"",73.3,"",27114,"",54.446575342465756,"",19873,""
2014/15,"",SB0801,"",A2,"",Cardiology,"",Medical Grouping,"",27,"",81.2,"",9700,"",21.572602739726026,"",7874,""
2014/15,"",SB0801,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",1,"",100,"",456,"",1.2493150684931507,"",456,""
2014/15,"",SB0801,"",C1,"",General Surgery,"",Surgery Grouping,"",1,"",100,"",286,"",0.7835616438356164,"",286,""
2014/15,"",SB0801,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",90,"",77.4,"",32777,"",69.54520547945205,"",25384,""
2014/15,"",SB0801,"",C7,"",Ophthalmology,"",Surgery Grouping,"",0,"",100,"",2,"",0.005479452054794521,"",2,""
2014/15,"",SB0801,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",57,"",72.9,"",20888,"",41.73698630136986,"",15234,""
2014/15,"",SB0801,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",107,"",0.29315068493150687,"",107,""
2014/15,"",SB0801,"",,z,All Acute Specialties,d,All Acute Specialties,d,176,"",76.8,"",64216,"",135.186301369863,"",49343,""
2014/15,"",SB0801,"",,z,All Specialties,d,All Specialties,d,176,"",76.8,"",64216,"",135.186301369863,"",49343,""
2014/15,"",SB0801,"",,z,Medical Grouping,d,Medical Grouping,"",28,"",82,"",10156,"",22.82191780821918,"",8330,""
2014/15,"",SB0801,"",,z,Surgery Grouping,d,Surgery Grouping,"",148,"",75.9,"",54060,"",112.36438356164383,"",41013,""
2014/15,"",S92000003,d,A1,"",General Medicine,"",Medical Grouping,"",3594,"",89.8,"",1311978,"",3229.358904109589,"",1178716,""
2014/15,"",S92000003,d,A2,"",Cardiology,"",Medical Grouping,"",496,"",89.8,"",181101,"",445.74520547945207,"",162697,""
2014/15,"",S92000003,d,A3,"",Clinical Genetics,"",Medical Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2014/15,"",S92000003,d,A6,"",Infectious Diseases,"",Medical Grouping,"",120,"",91.1,"",43901,"",109.61643835616438,"",40010,""
2014/15,"",S92000003,d,A7,"",Dermatology,"",Medical Grouping,"",57,"",77.3,"",20855,"",44.14520547945205,"",16113,""
2014/15,"",S92000003,d,A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",36,"",95.1,"",13127,"",34.18630136986302,"",12478,""
2014/15,"",S92000003,d,A9,"",Gastroenterology,"",Medical Grouping,"",208,"",97,"",75778,"",201.4027397260274,"",73512,""
2014/15,"",S92000003,d,AB,"",Geriatric Medicine,"",Medical Grouping,"",3339,"",94.2,"",1218904,"",3146.586301369863,"",1148504,""
2014/15,"",S92000003,d,AC,"",Homeopathy,"",Other Grouping,"",4,"",90.6,"",1391,"",3.452054794520548,"",1260,""
2014/15,"",S92000003,d,AD,"",Medical Oncology,"",Medical Grouping,"",81,"",83.6,"",29456,"",67.44657534246575,"",24618,""
2014/15,"",S92000003,d,AF,"",Paediatrics,"",Paediatrics Grouping,"",687,"",58.4,"",250698,"",400.7808219178082,"",146285,""
2014/15,"",S92000003,d,AG,"",Renal Medicine,"",Medical Grouping,"",196,"",93.3,"",71458,"",182.5972602739726,"",66648,""
2014/15,"",S92000003,d,AH,"",Neurology,"",Medical Grouping,"",89,"",82.1,"",32435,"",72.97808219178083,"",26637,""
2014/15,"",S92000003,d,AM,"",Palliative Medicine,"",Medical Grouping,"",174,"",78.8,"",63365,"",136.7123287671233,"",49900,""
2014/15,"",S92000003,d,AP,"",Rehabilitation Medicine,"",Medical Grouping,"",419,"",84.1,"",152826,"",352.24657534246575,"",128570,""
2014/15,"",S92000003,d,AQ,"",Respiratory Medicine,"",Medical Grouping,"",395,"",95.7,"",144146,"",377.94520547945206,"",137950,""
2014/15,"",S92000003,d,AR,"",Rheumatology,"",Medical Grouping,"",41,"",88.4,"",15029,"",36.41095890410959,"",13290,""
2014/15,"",S92000003,d,AW,"",Allergy,"",Medical Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2014/15,"",S92000003,d,C1,"",General Surgery,"",Surgery Grouping,"",1859,"",83.9,"",678465,"",1558.7972602739726,"",568961,""
2014/15,"",S92000003,d,C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",39,"",92.7,"",14167,"",35.967123287671235,"",13128,""
2014/15,"",S92000003,d,C2,"",Accident & Emergency,"",Emergency Grouping,"",67,"",49.2,"",24511,"",33.04931506849315,"",12063,""
2014/15,"",S92000003,d,C3,"",Anaesthetics,"",Surgery Grouping,"",175,"",64.5,"",63785,"",112.73424657534247,"",41148,""
2014/15,"",S92000003,d,C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",184,"",80.7,"",67333,"",148.94794520547944,"",54366,""
2014/15,"",S92000003,d,C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",149,"",69.4,"",54431,"",103.48493150684932,"",37772,""
2014/15,"",S92000003,d,C6,"",Neurosurgery,"",Surgery Grouping,"",173,"",82.1,"",63269,"",142.26301369863015,"",51926,""
2014/15,"",S92000003,d,C7,"",Ophthalmology,"",Surgery Grouping,"",56,"",61.2,"",20537,"",34.45479452054794,"",12576,""
2014/15,"",S92000003,d,C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",1337,"",80.4,"",487826,"",1074.668493150685,"",392254,""
2014/15,"",S92000003,d,C9,"",Plastic Surgery,"",Surgery Grouping,"",121,"",64.9,"",44284,"",78.77808219178083,"",28754,""
2014/15,"",S92000003,d,CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",61,"",62.4,"",22402,"",38.28493150684932,"",13974,""
2014/15,"",S92000003,d,CB,"",Urology,"",Surgery Grouping,"",303,"",86.8,"",110717,"",263.43835616438355,"",96155,""
2014/15,"",S92000003,d,D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",29,"",0.07945205479452055,"",29,""
2014/15,"",S92000003,d,D3,"",Oral Surgery,"",Dental Grouping,"",7,"",72.3,"",2619,"",5.186301369863013,"",1893,""
2014/15,"",S92000003,d,D5,"",Orthodontics,"",Dental Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2014/15,"",S92000003,d,D6,"",Restorative Dentistry,"",Dental Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2014/15,"",S92000003,d,D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",1,"",36.6,"",393,"",0.39452054794520547,"",144,""
2014/15,"",S92000003,d,E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",20,"",17.9,"",7432,"",3.638356164383562,"",1328,""
2014/15,"",S92000003,d,E12,"",GP Other than Obstetrics,"",Community Grouping,"",1051,"",77.9,"",383663,"",819.0958904109589,"",298970,""
2014/15,"",S92000003,d,F1,"",Obstetrics & Gynaecology,"",Obstetrics Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2014/15,"",S92000003,d,F2,"",Gynaecology,"",Women and Newborn Grouping,"",211,"",64.1,"",76898,"",135.03013698630136,"",49286,""
2014/15,"",S92000003,d,F3,"",Obstetrics,"",Women and Newborn Grouping,"",702,"",65.6,"",256351,"",460.8821917808219,"",168222,""
2014/15,"",S92000003,d,G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",1869,"",83.4,"",682024,"",1557.8,"",568597,""
2014/15,"",S92000003,d,G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",50,"",93.6,"",18314,"",46.967123287671235,"",17143,""
2014/15,"",S92000003,d,G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",319,"",85,"",116390,"",270.9287671232877,"",98889,""
2014/15,"",S92000003,d,G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",2051,"",77.7,"",748614,"",1593.9123287671232,"",581778,""
2014/15,"",S92000003,d,G5,"",Learning Disability,"",Learning Disability Grouping,"",295,"",87.6,"",107690,"",258.5342465753425,"",94365,""
2014/15,"",S92000003,d,GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",1383,"",83.7,"",504793,"",1157.2,"",422378,""
2014/15,"",S92000003,d,H1,"",Clinical Radiology,"",Medical Grouping,"",1,"",99.5,"",208,"",0.5671232876712329,"",207,""
2014/15,"",S92000003,d,H2,"",Clinical Oncology,"",Medical Grouping,"",182,"",84.3,"",66389,"",153.3232876712329,"",55963,""
2014/15,"",S92000003,d,J4,"",Haematology,"",Medical Grouping,"",215,"",85.2,"",78313,"",182.86849315068494,"",66747,""
2014/15,"",S92000003,d,J5,"",Immunology,"",Medical Grouping,"",0,"",100,"",47,"",0.12876712328767123,"",47,""
2014/15,"",S92000003,d,T2,"",Midwifery,"",Women and Newborn Grouping,"",10,"",40.8,"",3586,"",4.010958904109589,"",1464,""
2014/15,"",S92000003,d,T21,"",Community Midwifery,"",Women and Newborn Grouping,"",21,"",25,"",7619,"",5.221917808219178,"",1906,""
2014/15,"",S92000003,d,XSU,"",Unspecified,"",Other Grouping,"",84,"",0,"",30506,"",0,"",0,""
2014/15,"",S92000003,d,,z,All Acute Specialties,d,All Acute Specialties,d,14039,"",87.8,"",5124132,"",12327.805479452054,"",4499649,""
2014/15,"",S92000003,d,,z,All Specialties,d,All Specialties,d,22932,"",83.4,"",8370060,"",19122.268493150685,"",6979628,""
2014/15,"",S92000003,d,,z,Community Grouping,d,Community Grouping,"",1051,"",77.9,"",383663,"",819.0958904109589,"",298970,""
2014/15,"",S92000003,d,,z,Dental Grouping,d,Dental Grouping,"",7,"",72.6,"",2650,"",5.271232876712329,"",1924,""
2014/15,"",S92000003,d,,z,Emergency Grouping,d,Emergency Grouping,"",67,"",49.2,"",24511,"",33.04931506849315,"",12063,""
2014/15,"",S92000003,d,,z,Learning Disability Grouping,d,Learning Disability Grouping,"",295,"",87.6,"",107690,"",258.5342465753425,"",94365,""
2014/15,"",S92000003,d,,z,Medical Grouping,d,Medical Grouping,"",9642,"",91,"",3519318,"",8774.271232876712,"",3202609,""
2014/15,"",S92000003,d,,z,Mental Health Grouping,d,Mental Health Grouping,"",4289,"",80.9,"",1565342,"",3469.608219178082,"",1266407,""
2014/15,"",S92000003,d,,z,Obstetrics Grouping,d,Obstetrics Grouping,"",0,"",100,"",3,"",0.00821917808219178,"",3,""
2014/15,"",S92000003,d,,z,Other Grouping,d,Other Grouping,"",1470,"",78.9,"",536690,"",1160.6520547945206,"",423638,""
2014/15,"",S92000003,d,,z,Paediatrics Grouping,d,Paediatrics Grouping,"",749,"",58.6,"",273493,"",439.46027397260275,"",160403,""
2014/15,"",S92000003,d,,z,Surgery Grouping,d,Surgery Grouping,"",4397,"",80.8,"",1604814,"",3553.5342465753424,"",1297040,""
2014/15,"",S92000003,d,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",964,"",63.1,"",351886,"",608.7835616438356,"",222206,""
2015/16,"",S08000015,"",A1,"",General Medicine,"",Medical Grouping,"",261,"",91.9,"",95689,"",240.3551912568306,"",87970,""
2015/16,"",S08000015,"",A2,"",Cardiology,"",Medical Grouping,"",51,"",93.2,"",18702,"",47.64754098360656,"",17439,""
2015/16,"",S08000015,"",A6,"",Infectious Diseases,"",Medical Grouping,"",9,"",92.5,"",3325,"",8.404371584699453,"",3076,""
2015/16,"",S08000015,"",A7,"",Dermatology,"",Medical Grouping,"",4,"",41.8,"",1354,"",1.546448087431694,"",566,""
2015/16,"",S08000015,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",14,"",99.1,"",4987,"",13.502732240437158,"",4942,""
2015/16,"",S08000015,"",A9,"",Gastroenterology,"",Medical Grouping,"",20,"",100,"",7165,"",19.57650273224044,"",7165,""
2015/16,"",S08000015,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",270,"",95.8,"",98638,"",258.1174863387978,"",94471,""
2015/16,"",S08000015,"",AD,"",Medical Oncology,"",Medical Grouping,"",1,"",28.9,"",512,"",0.40437158469945356,"",148,""
2015/16,"",S08000015,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",37,"",74.8,"",13466,"",27.530054644808743,"",10076,""
2015/16,"",S08000015,"",AG,"",Renal Medicine,"",Medical Grouping,"",25,"",99.1,"",8979,"",24.314207650273225,"",8899,""
2015/16,"",S08000015,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",16,"",68.7,"",5684,"",10.669398907103826,"",3905,""
2015/16,"",S08000015,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",39,"",98.1,"",14336,"",38.43715846994535,"",14068,""
2015/16,"",S08000015,"",AR,"",Rheumatology,"",Medical Grouping,"",1,"",100,"",469,"",1.2814207650273224,"",469,""
2015/16,"",S08000015,"",C1,"",General Surgery,"",Surgery Grouping,"",121,"",91.4,"",44226,"",110.46174863387978,"",40429,""
2015/16,"",S08000015,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",2,"",97.9,"",629,"",1.6830601092896176,"",616,""
2015/16,"",S08000015,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",13,"",44.6,"",4664,"",5.685792349726776,"",2081,""
2015/16,"",S08000015,"",C3,"",Anaesthetics,"",Surgery Grouping,"",9,"",71.9,"",3243,"",6.371584699453552,"",2332,""
2015/16,"",S08000015,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",7,"",97,"",2627,"",6.96448087431694,"",2549,""
2015/16,"",S08000015,"",C7,"",Ophthalmology,"",Surgery Grouping,"",3,"",46.9,"",1069,"",1.3688524590163935,"",501,""
2015/16,"",S08000015,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",94,"",81.9,"",34358,"",76.87158469945355,"",28135,""
2015/16,"",S08000015,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2015/16,"",S08000015,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",28,"",0.07650273224043716,"",28,""
2015/16,"",S08000015,"",CB,"",Urology,"",Surgery Grouping,"",22,"",85.3,"",8039,"",18.740437158469945,"",6859,""
2015/16,"",S08000015,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000015,"",E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000015,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",65,"",61.7,"",23960,"",40.39617486338798,"",14785,""
2015/16,"",S08000015,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",13,"",71.5,"",4729,"",9.234972677595628,"",3380,""
2015/16,"",S08000015,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",36,"",79.3,"",13258,"",28.73224043715847,"",10516,""
2015/16,"",S08000015,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",114,"",76,"",41797,"",86.79508196721312,"",31767,""
2015/16,"",S08000015,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",17,"",79.4,"",6224,"",13.497267759562842,"",4940,""
2015/16,"",S08000015,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",156,"",63,"",56997,"",98.1311475409836,"",35916,""
2015/16,"",S08000015,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",14,"",77.9,"",5149,"",10.959016393442623,"",4011,""
2015/16,"",S08000015,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",95,"",90,"",34652,"",85.22404371584699,"",31192,""
2015/16,"",S08000015,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",3,"",0.00819672131147541,"",3,""
2015/16,"",S08000015,"",H2,"",Clinical Oncology,"",Medical Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2015/16,"",S08000015,"",J4,"",Haematology,"",Medical Grouping,"",12,"",96,"",4235,"",11.103825136612022,"",4064,""
2015/16,"",S08000015,"",,z,All Acute Specialties,d,All Acute Specialties,d,979,"",91.7,"",358273,"",897.8415300546449,"",328610,""
2015/16,"",S08000015,"",,z,All Specialties,d,All Specialties,d,1539,"",84.7,"",563199,"",1304.1092896174864,"",477304,""
2015/16,"",S08000015,"",,z,Community Grouping,d,Community Grouping,"",65,"",61.7,"",23960,"",40.39617486338798,"",14785,""
2015/16,"",S08000015,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000015,"",,z,Emergency Grouping,d,Emergency Grouping,"",13,"",44.6,"",4664,"",5.685792349726776,"",2081,""
2015/16,"",S08000015,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",14,"",77.9,"",5149,"",10.959016393442623,"",4011,""
2015/16,"",S08000015,"",,z,Medical Grouping,d,Medical Grouping,"",722,"",93.6,"",264080,"",675.3743169398907,"",247187,""
2015/16,"",S08000015,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",287,"",69.2,"",105018,"",198.42349726775956,"",72623,""
2015/16,"",S08000015,"",,z,Other Grouping,d,Other Grouping,"",95,"",90,"",34652,"",85.22404371584699,"",31192,""
2015/16,"",S08000015,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",37,"",74.9,"",13494,"",27.60655737704918,"",10104,""
2015/16,"",S08000015,"",,z,Surgery Grouping,d,Surgery Grouping,"",257,"",86.4,"",94193,"",222.4672131147541,"",81423,""
2015/16,"",S08000015,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",49,"",77.3,"",17988,"",37.96994535519126,"",13897,""
2015/16,"",S08000016,"",A1,"",General Medicine,"",Medical Grouping,"",118,"",87,"",43077,"",102.45081967213115,"",37497,""
2015/16,"",S08000016,"",A2,"",Cardiology,"",Medical Grouping,"",6,"",100,"",2070,"",5.655737704918033,"",2070,""
2015/16,"",S08000016,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",0,"",100,"",67,"",0.1830601092896175,"",67,""
2015/16,"",S08000016,"",A9,"",Gastroenterology,"",Medical Grouping,"",0,"",100,"",101,"",0.27595628415300544,"",101,""
2015/16,"",S08000016,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",29,"",98.1,"",10764,"",28.84153005464481,"",10556,""
2015/16,"",S08000016,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000016,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",17,"",34.9,"",6295,"",6.0109289617486334,"",2200,""
2015/16,"",S08000016,"",AG,"",Renal Medicine,"",Medical Grouping,"",0,"",100,"",1,"",0.00273224043715847,"",1,""
2015/16,"",S08000016,"",AH,"",Neurology,"",Medical Grouping,"",1,"",100,"",259,"",0.7076502732240437,"",259,""
2015/16,"",S08000016,"",AM,"",Palliative Medicine,"",Medical Grouping,"",7,"",90.7,"",2715,"",6.729508196721311,"",2463,""
2015/16,"",S08000016,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",1,"",100,"",313,"",0.855191256830601,"",313,""
2015/16,"",S08000016,"",AR,"",Rheumatology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000016,"",C1,"",General Surgery,"",Surgery Grouping,"",26,"",87.5,"",9400,"",22.475409836065573,"",8226,""
2015/16,"",S08000016,"",C3,"",Anaesthetics,"",Surgery Grouping,"",3,"",5.8,"",1171,"",0.18579234972677597,"",68,""
2015/16,"",S08000016,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",0,"",100,"",99,"",0.27049180327868855,"",99,""
2015/16,"",S08000016,"",C7,"",Ophthalmology,"",Surgery Grouping,"",2,"",3.4,"",620,"",0.05737704918032787,"",21,""
2015/16,"",S08000016,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",35,"",77.1,"",12747,"",26.84153005464481,"",9824,""
2015/16,"",S08000016,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000016,"",CB,"",Urology,"",Surgery Grouping,"",3,"",77.6,"",1235,"",2.6174863387978142,"",958,""
2015/16,"",S08000016,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2015/16,"",S08000016,"",D6,"",Restorative Dentistry,"",Dental Grouping,"",0,"",100,"",2,"",0.00546448087431694,"",2,""
2015/16,"",S08000016,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",5,"",39.5,"",1936,"",2.0901639344262297,"",765,""
2015/16,"",S08000016,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",14,"",57.1,"",5242,"",8.1775956284153,"",2993,""
2015/16,"",S08000016,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",32,"",77.8,"",11780,"",25.030054644808743,"",9161,""
2015/16,"",S08000016,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",1,"",100,"",222,"",0.6065573770491803,"",222,""
2015/16,"",S08000016,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",33,"",90.2,"",12253,"",30.204918032786885,"",11055,""
2015/16,"",S08000016,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",0,"",100,"",147,"",0.4016393442622951,"",147,""
2015/16,"",S08000016,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",90,"",86.7,"",32980,"",78.09289617486338,"",28582,""
2015/16,"",S08000016,"",H2,"",Clinical Oncology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2015/16,"",S08000016,"",J4,"",Haematology,"",Medical Grouping,"",2,"",100,"",586,"",1.6010928961748634,"",586,""
2015/16,"",S08000016,"",,z,All Acute Specialties,d,All Acute Specialties,d,233,"",85.8,"",85225,"",199.7513661202186,"",73109,""
2015/16,"",S08000016,"",,z,All Specialties,d,All Specialties,d,426,"",82.2,"",156084,"",350.37704918032784,"",128238,""
